네이버_수집일시,네이버_단지명,네이버_시도,네이버_시군구,네이버_읍면동,네이버_공급면적,네이버_매매가,네이버_매매가_숫자,네이버_층정보,네이버_방향,네이버_상세정보,네이버_부동산사무소,네이버_확인일자,네이버_매물순번,KB_수집일시,KB_단지명,KB_주소,KB_공급면적,KB_하위평균,KB_일반평균,KB_상위평균,KB_부동산사무소,KB_전화번호,가격차이_만원,가격차이_비율,정규화단지명,공급면적_숫자
2025-07-02 23:24:25,구리인창금호어울림 102동,경기도,구리시,인창동,105A/84,"4억 7,500",47500.0,,남향,"105A/84m², 저/15층, 남향",부동산뱅크 제공,25.06.24,9,2025-07-01 22:00:56,구리인창금호어울림,경기도 구리시 인창동 709,105.74A/84.97,52500.0,55500.0,60000.0,한진해모로공인,031-565-7400,5000.0,9.52,구리인창금호어울림,105.0
2025-07-02 23:24:25,구리인창금호어울림 102동,경기도,구리시,인창동,105A/84,"4억 8,000",48000.0,1/15층,남향,"105A/84m², 1/15층, 남향",매경부동산 제공,25.07.02,6,2025-07-01 22:00:56,구리인창금호어울림,경기도 구리시 인창동 709,105.74A/84.97,52500.0,55500.0,60000.0,한진해모로공인,031-565-7400,4500.0,8.57,구리인창금호어울림,105.0
2025-07-02 23:03:44,동방 102동,경기도,구리시,교문동,80/59,"4억 5,800",45800.0,1/22층,남향,"80/59m², 1/22층, 남향",매경부동산 제공,25.07.02,1,2025-07-01 21:44:01,동방,경기도 구리시 교문동 1-8,80.55/59.97,48500.0,50500.0,54000.0,강남공인,031-552-0049,2700.0,5.57,동방,80.0
2025-07-02 23:04:05,동방 102동,경기도,구리시,교문동,80/59,"4억 5,800",45800.0,1/22층,남향,"80/59m², 1/22층, 남향",매경부동산 제공,25.07.02,1,2025-07-01 21:44:01,동방,경기도 구리시 교문동 1-8,80.55/59.97,48500.0,50500.0,54000.0,강남공인,031-552-0049,2700.0,5.57,동방,80.0
2025-07-02 23:03:44,동방 102동,경기도,구리시,교문동,80/59,"4억 6,000",46000.0,1/22층,남향,"80/59m², 1/22층, 남향",부동산써브 제공,25.06.23,19,2025-07-01 21:44:01,동방,경기도 구리시 교문동 1-8,80.55/59.97,48500.0,50500.0,54000.0,강남공인,031-552-0049,2500.0,5.15,동방,80.0
2025-07-02 23:04:05,동방 102동,경기도,구리시,교문동,80/59,"4억 6,000",46000.0,1/22층,남향,"80/59m², 1/22층, 남향",부동산써브 제공,25.06.23,19,2025-07-01 21:44:01,동방,경기도 구리시 교문동 1-8,80.55/59.97,48500.0,50500.0,54000.0,강남공인,031-552-0049,2500.0,5.15,동방,80.0
2025-07-02 23:20:28,한성 301동,경기도,구리시,수택동,81/59,6억,60006.0,1/20층,남향,"81/59m², 1/20층, 남향",매경부동산 제공,25.06.30,1,2025-07-01 21:57:47,한성,경기도 구리시 수택동 854-3,81.69/59.72,62000.0,67000.0,68500.0,대림한숲공인,031-568-1500,1994.0,3.22,한성,81.0
2025-07-02 23:20:28,한성 301동,경기도,구리시,수택동,81/59,6억,60006.0,1/20층,남향,"81/59m², 1/20층, 남향",아실 제공,25.06.27,3,2025-07-01 21:57:47,한성,경기도 구리시 수택동 854-3,81.69/59.72,62000.0,67000.0,68500.0,대림한숲공인,031-568-1500,1994.0,3.22,한성,81.0
2025-07-02 23:20:28,한성 301동,경기도,구리시,수택동,81/59,6억,60006.0,1/20층,남향,"81/59m², 1/20층, 남향",부동산써브 제공,25.06.30,5,2025-07-01 21:57:47,한성,경기도 구리시 수택동 854-3,81.69/59.72,62000.0,67000.0,68500.0,대림한숲공인,031-568-1500,1994.0,3.22,한성,81.0
2025-07-02 23:05:44,하나 204동,경기도,구리시,교문동,124/101,"8억 3,000",83000.0,1/17층,남향,"124/101m², 1/17층, 남향",부동산써브 제공,25.06.25,17,2025-07-01 21:45:34,하나,경기도 구리시 교문동 809-1,124.58/101.82,84500.0,89000.0,92500.0,강남공인,031-552-0049,1500.0,1.78,하나,124.0
