네이버_수집일시,네이버_단지명,네이버_단지코드,네이버_시도,네이버_시군구,네이버_읍면동,네이버_공급면적,네이버_매매가,네이버_매매가_숫자,네이버_층정보,네이버_방향,네이버_상세정보,네이버_부동산사무소,네이버_확인일자,네이버_매물순번,KB_수집일시,KB_단지명,KB_주소,KB_공급면적,KB_하위평균,KB_일반평균,KB_상위평균,KB_부동산사무소,KB_전화번호,가격차이_만원,가격차이_비율,정규화단지명,공급면적_숫자
2025-07-14 00:11:03,송파앤스위트 1동,26694,서울시,송파구,풍납동,102A/77,"6억 5,000",65000.0,5/5층,남동향,"102A/77m², 5/5층, 남동향",부동산포스 제공,25.07.11,1,2025-07-02 12:13:18,송파앤스위트,서울특별시 송파구 풍납동 254-2,102.02A/77.61,85100.0,90900.0,97300.0,정보없음,정보없음,20100.0,23.62,송파앤스위트,102A
2025-07-14 00:10:21,미랜드퀸 1동,26693,서울시,송파구,풍납동,99C/84,"7억 3,000",73000.0,1/5층,남서향,"99C/84m², 1/5층, 남서향",부동산포스 제공,25.07.11,3,2025-07-02 12:12:52,미랜드퀸,서울특별시 송파구 풍납동 254,99.04C/84.44,82400.0,87600.0,91700.0,정보없음,정보없음,9400.0,11.41,미랜드퀸,99C
2025-07-14 00:10:21,미랜드퀸 1동,26693,서울시,송파구,풍납동,99C/84,"7억 3,000",73000.0,1/5층,북서향,"99C/84m², 1/5층, 북서향",부동산써브 제공,25.07.10,4,2025-07-02 12:12:52,미랜드퀸,서울특별시 송파구 풍납동 254,99.04C/84.44,82400.0,87600.0,91700.0,정보없음,정보없음,9400.0,11.41,미랜드퀸,99C
2025-07-13 21:34:45,SD펠리체 1동,27309,서울시,송파구,가락동,88A/76,"7억 3,000",73000.0,3/6층,남서향,"88A/76m², 3/6층, 남서향",부동산뱅크 제공,25.07.10,1,2025-07-02 11:06:13,SD펠리체,서울특별시 송파구 가락동 198-7,88.60A/76.77,80300.0,84200.0,89700.0,정보없음,정보없음,7300.0,9.09,SD펠리체,88A
2025-07-13 21:34:45,SD펠리체 1동,27309,서울시,송파구,가락동,88A/76,"7억 3,000",73000.0,3/6층,남서향,"88A/76m², 3/6층, 남서향",매경부동산 제공,25.07.01,6,2025-07-02 11:06:13,SD펠리체,서울특별시 송파구 가락동 198-7,88.60A/76.77,80300.0,84200.0,89700.0,정보없음,정보없음,7300.0,9.09,SD펠리체,88A
2025-07-13 21:34:45,SD펠리체 1동,27309,서울시,송파구,가락동,88A/76,"7억 3,000",73000.0,3/6층,남서향,"88A/76m², 3/6층, 남서향",부동산뱅크 제공,25.07.08,2,2025-07-02 11:06:13,SD펠리체,서울특별시 송파구 가락동 198-7,88.60A/76.77,80300.0,84200.0,89700.0,정보없음,정보없음,7300.0,9.09,SD펠리체,88A
2025-07-13 21:34:45,SD펠리체 1동,27309,서울시,송파구,가락동,88A/76,"7억 3,000",73000.0,3/6층,남서향,"88A/76m², 3/6층, 남서향",매경부동산 제공,25.07.04,3,2025-07-02 11:06:13,SD펠리체,서울특별시 송파구 가락동 198-7,88.60A/76.77,80300.0,84200.0,89700.0,정보없음,정보없음,7300.0,9.09,SD펠리체,88A
2025-07-13 22:14:40,삼형 1동,13019,서울시,송파구,문정동,115/99,"7억 8,000",78000.0,4/7층,남향,"115/99m², 4/7층, 남향",부동산써브 제공,25.07.01,1,2025-07-02 11:30:48,삼형,서울특별시 송파구 문정동 96-12,115.48/99.63,85300.0,88900.0,91600.0,정보없음,정보없음,7300.0,8.56,삼형,115
2025-07-13 22:14:40,삼형 1동,13019,서울시,송파구,문정동,115/99,"7억 8,000",78000.0,4/7층,남향,"115/99m², 4/7층, 남향",매경부동산 제공,25.06.19,2,2025-07-02 11:30:48,삼형,서울특별시 송파구 문정동 96-12,115.48/99.63,85300.0,88900.0,91600.0,정보없음,정보없음,7300.0,8.56,삼형,115
2025-07-13 21:34:45,SD펠리체 1동,27309,서울시,송파구,가락동,88A/76,"7억 3,000",73000.0,3/6층,남서향,"88A/76m², 3/6층, 남서향",매경부동산 제공,25.07.03,5,2025-07-02 11:06:13,SD펠리체,서울특별시 송파구 가락동 198-7,88.60A/76.77,80300.0,84200.0,89700.0,정보없음,정보없음,7300.0,9.09,SD펠리체,88A
2025-07-13 23:23:32,레이크팰리스 131동,15011,서울시,송파구,잠실동,166A/135,34억,340034.0,,남동향,"166A/135m², 저/30층, 남동향",부동산뱅크 제공,25.07.12,47,2025-07-02 12:02:55,레이크팰리스,서울특별시 송파구 잠실동 44,166.86A/135.82,342500.0,370000.0,382500.0,레이크유성공인,02-422-2344,2466.0,0.72,레이크팰리스,166A
2025-07-13 23:23:32,레이크팰리스 135동,15011,서울시,송파구,잠실동,166A/135,34억,340034.0,,남동향,"166A/135m², 저/30층, 남동향",부동산뱅크 제공,25.07.12,142,2025-07-02 12:02:55,레이크팰리스,서울특별시 송파구 잠실동 44,166.86A/135.82,342500.0,370000.0,382500.0,레이크유성공인,02-422-2344,2466.0,0.72,레이크팰리스,166A
2025-07-13 23:23:33,레이크팰리스 135동,15011,서울시,송파구,잠실동,166A/135,34억,340034.0,,남동향,"166A/135m², 저/30층, 남동향",부동산뱅크 제공,25.07.11,283,2025-07-02 12:02:55,레이크팰리스,서울특별시 송파구 잠실동 44,166.86A/135.82,342500.0,370000.0,382500.0,레이크유성공인,02-422-2344,2466.0,0.72,레이크팰리스,166A
2025-07-13 23:23:33,레이크팰리스 134동,15011,서울시,송파구,잠실동,166A/135,34억,340034.0,,남동향,"166A/135m², 저/31층, 남동향",선방 제공,25.07.10,323,2025-07-02 12:02:55,레이크팰리스,서울특별시 송파구 잠실동 44,166.86A/135.82,342500.0,370000.0,382500.0,레이크유성공인,02-422-2344,2466.0,0.72,레이크팰리스,166A
2025-07-13 23:23:33,레이크팰리스 135동,15011,서울시,송파구,잠실동,166A/135,34억,340034.0,,남동향,"166A/135m², 저/30층, 남동향",매경부동산 제공,25.07.09,362,2025-07-02 12:02:55,레이크팰리스,서울특별시 송파구 잠실동 44,166.86A/135.82,342500.0,370000.0,382500.0,레이크유성공인,02-422-2344,2466.0,0.72,레이크팰리스,166A
2025-07-13 23:23:33,레이크팰리스 135동,15011,서울시,송파구,잠실동,166A/135,34억,340034.0,,남동향,"166A/135m², 저/30층, 남동향",부동산뱅크 제공,25.07.11,281,2025-07-02 12:02:55,레이크팰리스,서울특별시 송파구 잠실동 44,166.86A/135.82,342500.0,370000.0,382500.0,레이크유성공인,02-422-2344,2466.0,0.72,레이크팰리스,166A
2025-07-13 23:23:33,레이크팰리스 135동,15011,서울시,송파구,잠실동,166A/135,34억,340034.0,,남동향,"166A/135m², 저/30층, 남동향",부동산뱅크 제공,25.07.11,219,2025-07-02 12:02:55,레이크팰리스,서울특별시 송파구 잠실동 44,166.86A/135.82,342500.0,370000.0,382500.0,레이크유성공인,02-422-2344,2466.0,0.72,레이크팰리스,166A
