네이버_수집일시,네이버_단지명,네이버_시도,네이버_시군구,네이버_읍면동,네이버_공급면적,네이버_매매가,네이버_매매가_숫자,네이버_층정보,네이버_방향,네이버_상세정보,네이버_부동산사무소,네이버_확인일자,네이버_매물순번,KB_수집일시,KB_단지명,KB_주소,KB_공급면적,KB_하위평균,KB_일반평균,KB_상위평균,KB_부동산사무소,KB_전화번호,가격차이_만원,가격차이_비율,정규화단지명,공급면적_숫자
2025-07-11 05:57:34,래미안하이어스 125동,경기도,군포시,산본동,114A/84,"8억 7,000",87000.0,1/33층,남동향,"114A/84m², 1/33층, 남동향",매경부동산 제공,25.07.08,49,2025-07-01 22:47:20,래미안하이어스,경기도 군포시 산본동 1240,114.74A/84.97,90500.0,93000.0,97500.0,래미안알파공인,031-393-2244,3500.0,3.87,래미안하이어스,114A
2025-07-11 05:57:34,래미안하이어스 125동,경기도,군포시,산본동,114A/84,"8억 7,000",87000.0,,남동향,"114A/84m², 저/33층, 남동향",매경부동산 제공,25.07.08,148,2025-07-01 22:47:20,래미안하이어스,경기도 군포시 산본동 1240,114.74A/84.97,90500.0,93000.0,97500.0,래미안알파공인,031-393-2244,3500.0,3.87,래미안하이어스,114A
2025-07-11 05:57:34,래미안하이어스 125동,경기도,군포시,산본동,114A/84,"8억 7,000",87000.0,1/33층,남동향,"114A/84m², 1/33층, 남동향",매경부동산 제공,25.06.27,215,2025-07-01 22:47:20,래미안하이어스,경기도 군포시 산본동 1240,114.74A/84.97,90500.0,93000.0,97500.0,래미안알파공인,031-393-2244,3500.0,3.87,래미안하이어스,114A
2025-07-11 05:57:34,래미안하이어스 125동,경기도,군포시,산본동,114A/84,"8억 7,000",87000.0,1/33층,남동향,"114A/84m², 1/33층, 남동향",매경부동산 제공,25.06.27,210,2025-07-01 22:47:20,래미안하이어스,경기도 군포시 산본동 1240,114.74A/84.97,90500.0,93000.0,97500.0,래미안알파공인,031-393-2244,3500.0,3.87,래미안하이어스,114A
2025-07-11 05:57:34,래미안하이어스 125동,경기도,군포시,산본동,114A/84,"8억 7,000",87000.0,1/33층,남동향,"114A/84m², 1/33층, 남동향",매경부동산 제공,25.07.01,171,2025-07-01 22:47:20,래미안하이어스,경기도 군포시 산본동 1240,114.74A/84.97,90500.0,93000.0,97500.0,래미안알파공인,031-393-2244,3500.0,3.87,래미안하이어스,114A
2025-07-11 05:57:34,래미안하이어스 125동,경기도,군포시,산본동,114A/84,"8억 7,000",87000.0,1/33층,남동향,"114A/84m², 1/33층, 남동향",매경부동산 제공,25.07.01,166,2025-07-01 22:47:20,래미안하이어스,경기도 군포시 산본동 1240,114.74A/84.97,90500.0,93000.0,97500.0,래미안알파공인,031-393-2244,3500.0,3.87,래미안하이어스,114A
2025-07-11 05:57:34,래미안하이어스 125동,경기도,군포시,산본동,114A/84,"8억 7,000",87000.0,1/33층,남동향,"114A/84m², 1/33층, 남동향",매경부동산 제공,25.06.16,330,2025-07-01 22:47:20,래미안하이어스,경기도 군포시 산본동 1240,114.74A/84.97,90500.0,93000.0,97500.0,래미안알파공인,031-393-2244,3500.0,3.87,래미안하이어스,114A
2025-07-11 05:22:07,용호마을e-편한세상 109동,경기도,군포시,당동,151B/120,"6억 1,500",61500.0,,남동향,"151B/120m², 저/15층, 남동향",부동산렛츠 제공,25.06.20,91,2025-07-01 22:30:32,용호마을e-편한세상,경기도 군포시 당동 979-1,151.74B/120.63,65000.0,69000.0,73000.0,e-편한공인,031-398-0008,3500.0,5.38,용호마을e-편한세상,151B
2025-07-11 05:57:34,래미안하이어스 123동,경기도,군포시,산본동,212/178,"12억 5,000",125000.0,2/34층,남동향,"212/178m², 2/34층, 남동향",매경부동산 제공,25.07.09,29,2025-07-01 22:47:20,래미안하이어스,경기도 군포시 산본동 1240,212.54/178.76,128000.0,132500.0,140000.0,래미안알파공인,031-393-2244,3000.0,2.34,래미안하이어스,212
2025-07-11 05:57:34,래미안하이어스 123동,경기도,군포시,산본동,212/178,"12억 5,000",125000.0,2/34층,남동향,"212/178m², 2/34층, 남동향",매경부동산 제공,25.07.08,46,2025-07-01 22:47:20,래미안하이어스,경기도 군포시 산본동 1240,212.54/178.76,128000.0,132500.0,140000.0,래미안알파공인,031-393-2244,3000.0,2.34,래미안하이어스,212
2025-07-11 05:57:34,래미안하이어스 123동,경기도,군포시,산본동,212/178,"12억 5,000",125000.0,2/34층,남동향,"212/178m², 2/34층, 남동향",매경부동산 제공,25.07.08,43,2025-07-01 22:47:20,래미안하이어스,경기도 군포시 산본동 1240,212.54/178.76,128000.0,132500.0,140000.0,래미안알파공인,031-393-2244,3000.0,2.34,래미안하이어스,212
2025-07-11 06:18:30,화남 1동,경기도,군포시,산본동,72/57,"2억 3,000",23000.0,6/6층,남동향,"72/57m², 6/6층, 남동향",매경부동산 제공,25.07.10,1,2025-07-01 22:56:05,화남,경기도 군포시 산본동 1036-1,72.72/57.60,25500.0,27400.0,28600.0,정보없음,정보없음,2500.0,9.8,화남,72
2025-07-11 06:16:31,한양목련 1212동,경기도,군포시,산본동,153C/126,"6억 3,000",63000.0,,남동향,"153C/126m², 저/21층, 남동향",매경부동산 제공,25.06.18,145,2025-07-01 22:55:02,한양목련,경기도 군포시 산본동 1088,153.05C/126.83,65000.0,67500.0,69500.0,한양공인,031-394-5100,2000.0,3.08,한양목련,153C
2025-07-11 06:16:31,한양목련 1212동,경기도,군포시,산본동,153C/126,"6억 3,000",63000.0,,남동향,"153C/126m², 저/21층, 남동향",부동산렛츠 제공,25.06.16,153,2025-07-01 22:55:02,한양목련,경기도 군포시 산본동 1088,153.05C/126.83,65000.0,67500.0,69500.0,한양공인,031-394-5100,2000.0,3.08,한양목련,153C
2025-07-11 06:16:31,한양목련 1212동,경기도,군포시,산본동,153C/126,"6억 3,000",63000.0,3/21층,남동향,"153C/126m², 3/21층, 남동향",매경부동산 제공,25.07.10,13,2025-07-01 22:55:02,한양목련,경기도 군포시 산본동 1088,153.05C/126.83,65000.0,67500.0,69500.0,한양공인,031-394-5100,2000.0,3.08,한양목련,153C
2025-07-11 06:16:31,한양목련 1208동,경기도,군포시,산본동,153A/128,"6억 3,000",63000.0,,남동향,"153A/128m², 저/25층, 남동향",매경부동산 제공,25.06.30,83,2025-07-01 22:55:02,한양목련,경기도 군포시 산본동 1088,153.59A/128.11,65000.0,67500.0,69500.0,한양공인,031-394-5100,2000.0,3.08,한양목련,153A
2025-07-11 05:37:02,미영팰리스 1동,경기도,군포시,대야미동,100/83,"3억 6,000",36000.0,3/10층,남서향,"100/83m², 3/10층, 남서향",부동산뱅크 제공,25.06.16,6,2025-07-01 22:39:47,미영팰리스,경기도 군포시 대야미동 652-8,100.60/83.92,37600.0,38700.0,40100.0,정보없음,정보없음,1600.0,4.26,미영팰리스,100
2025-07-11 05:37:02,미영팰리스 1동,경기도,군포시,대야미동,100/83,"3억 6,000",36000.0,3/10층,남서향,"100/83m², 3/10층, 남서향",부동산써브 제공,25.07.01,4,2025-07-01 22:39:47,미영팰리스,경기도 군포시 대야미동 652-8,100.60/83.92,37600.0,38700.0,40100.0,정보없음,정보없음,1600.0,4.26,미영팰리스,100
2025-07-11 06:16:31,한양목련 1226동,경기도,군포시,산본동,103/84,"5억 2,000",52000.0,1/20층,남서향,"103/84m², 1/20층, 남서향",매경부동산 제공,25.07.10,7,2025-07-01 22:55:02,한양목련,경기도 군포시 산본동 1088,103.64/84.20,53000.0,54000.0,55000.0,한양공인,031-394-5100,1000.0,1.89,한양목련,103
2025-07-11 05:35:49,건양타워2차 202동,경기도,군포시,대야미동,85/59,"2억 8,000",28000.0,1/20층,남향,"85/59m², 1/20층, 남향",부동산렛츠 제공,25.06.13,6,2025-07-01 22:38:47,건양타워2차,경기도 군포시 대야미동 659-1,85.17/59.97,29000.0,30000.0,32000.0,광장공인,031-502-5554,1000.0,3.45,건양타워2차,85
2025-07-11 05:35:49,건양타워2차 202동,경기도,군포시,대야미동,85/59,"2억 8,000",28000.0,,남서향,"85/59m², 저/20층, 남서향",매경부동산 제공,25.06.14,10,2025-07-01 22:38:47,건양타워2차,경기도 군포시 대야미동 659-1,85.17/59.97,29000.0,30000.0,32000.0,광장공인,031-502-5554,1000.0,3.45,건양타워2차,85
2025-07-11 06:16:31,한양목련 1226동,경기도,군포시,산본동,103/84,"5억 2,000",52000.0,1/20층,남서향,"103/84m², 1/20층, 남서향",매경부동산 제공,25.06.16,133,2025-07-01 22:55:02,한양목련,경기도 군포시 산본동 1088,103.64/84.20,53000.0,54000.0,55000.0,한양공인,031-394-5100,1000.0,1.89,한양목련,103
2025-07-11 06:16:31,한양목련 1226동,경기도,군포시,산본동,103/84,"5억 2,000",52000.0,1/20층,남서향,"103/84m², 1/20층, 남서향",매경부동산 제공,25.07.03,32,2025-07-01 22:55:02,한양목련,경기도 군포시 산본동 1088,103.64/84.20,53000.0,54000.0,55000.0,한양공인,031-394-5100,1000.0,1.89,한양목련,103
2025-07-11 06:16:31,한양목련 1226동,경기도,군포시,산본동,103/84,"5억 2,000",52000.0,1/20층,남서향,"103/84m², 1/20층, 남서향",부동산렛츠 제공,25.07.02,41,2025-07-01 22:55:02,한양목련,경기도 군포시 산본동 1088,103.64/84.20,53000.0,54000.0,55000.0,한양공인,031-394-5100,1000.0,1.89,한양목련,103
2025-07-11 06:16:31,한양목련 1226동,경기도,군포시,산본동,103/84,"5억 2,000",52000.0,1/20층,남서향,"103/84m², 1/20층, 남서향",매경부동산 제공,25.07.10,11,2025-07-01 22:55:02,한양목련,경기도 군포시 산본동 1088,103.64/84.20,53000.0,54000.0,55000.0,한양공인,031-394-5100,1000.0,1.89,한양목련,103
2025-07-11 05:24:48,쌍용 104동,경기도,군포시,당동,151/125,"6억 6,500",66500.0,2/24층,남향,"151/125m², 2/24층, 남향",매경부동산 제공,25.07.09,8,2025-07-01 22:29:30,쌍용,경기도 군포시 당동 873,151.18/125.00,67500.0,71000.0,73500.0,쌍용공인,031-394-0123,1000.0,1.48,쌍용,151
2025-07-11 06:16:31,한양목련 1226동,경기도,군포시,산본동,103/84,"5억 2,000",52000.0,1/20층,남서향,"103/84m², 1/20층, 남서향",부동산렛츠 제공,25.06.16,127,2025-07-01 22:55:02,한양목련,경기도 군포시 산본동 1088,103.64/84.20,53000.0,54000.0,55000.0,한양공인,031-394-5100,1000.0,1.89,한양목련,103
2025-07-11 06:16:31,한양목련 1223동,경기도,군포시,산본동,181A/151,"6억 8,000",68000.0,4/22층,남서향,"181A/151m², 4/22층, 남서향",매경부동산 제공,25.06.27,61,2025-07-01 22:55:02,한양목련,경기도 군포시 산본동 1088,181.21A/151.38,68500.0,71500.0,73500.0,한양공인,031-394-5100,500.0,0.73,한양목련,181A
2025-07-11 06:16:31,한양목련 1223동,경기도,군포시,산본동,181A/151,"6억 8,000",68000.0,4/22층,남서향,"181A/151m², 4/22층, 남서향",부동산렛츠 제공,25.06.18,114,2025-07-01 22:55:02,한양목련,경기도 군포시 산본동 1088,181.21A/151.38,68500.0,71500.0,73500.0,한양공인,031-394-5100,500.0,0.73,한양목련,181A
2025-07-11 06:18:30,화남 1동,경기도,군포시,산본동,72/57,"2억 5,000",25000.0,6/6층,동향,"72/57m², 6/6층, 동향",한국공인중개사협회 제공,,2,2025-07-01 22:56:05,화남,경기도 군포시 산본동 1036-1,72.72/57.60,25500.0,27400.0,28600.0,정보없음,정보없음,500.0,1.96,화남,72
2025-07-11 04:56:49,주공1단지 104동,경기도,군포시,금정동,72/51,"3억 2,500",32500.0,1/12층,남서향,"72/51m², 1/12층, 남서향",매경부동산 제공,25.06.12,174,2025-07-01 22:19:44,주공1단지,경기도 군포시 금정동 849,72.87/51.66,33000.0,35000.0,37000.0,주공공인,031-397-7700,500.0,1.52,주공1단지,72
2025-07-11 04:59:03,신환 4동,경기도,군포시,금정동,76/54,"2억 5,000",25000.0,2/15층,남동향,"76/54m², 2/15층, 남동향",부동산써브 제공,25.06.25,58,2025-07-01 22:17:23,신환,경기도 군포시 금정동 744-1,76.13/54.27,25500.0,27000.0,28000.0,중앙공인,031-427-5400,500.0,1.96,신환,76
2025-07-11 05:24:48,쌍용 104동,경기도,군포시,당동,151/125,"6억 7,000",67000.0,2/24층,남향,"151/125m², 2/24층, 남향",매경부동산 제공,25.07.01,21,2025-07-01 22:29:30,쌍용,경기도 군포시 당동 873,151.18/125.00,67500.0,71000.0,73500.0,쌍용공인,031-394-0123,500.0,0.74,쌍용,151
