네이버_수집일시,네이버_단지명,네이버_단지코드,네이버_시도,네이버_시군구,네이버_읍면동,네이버_공급면적,네이버_매매가,네이버_매매가_숫자,네이버_층정보,네이버_방향,네이버_상세정보,네이버_부동산사무소,네이버_확인일자,네이버_매물순번,KB_수집일시,KB_단지명,KB_주소,KB_공급면적,KB_하위평균,KB_일반평균,KB_상위평균,KB_부동산사무소,KB_전화번호,가격차이_만원,가격차이_비율,정규화단지명,공급면적_숫자
2025-07-17 12:02:54,영종자이 111동,27689,인천시,중구,운남동,197/167,"5억 2,000",52000.0,,남동향,"197/167m², 중/24층, 남동향",한국공인중개사협회 제공,,256,2025-07-03 00:49:58,영종자이,인천광역시 중구 운남동 1550,197.11/167.86,60500.0,65000.0,69000.0,정보없음,정보없음,8500.0,14.05,영종자이,197
2025-07-17 12:02:54,영종자이 111동,27689,인천시,중구,운남동,197/167,"5억 2,000",52000.0,,남향,"197/167m², 중/24층, 남향",한국공인중개사협회 제공,,248,2025-07-03 00:49:58,영종자이,인천광역시 중구 운남동 1550,197.11/167.86,60500.0,65000.0,69000.0,정보없음,정보없음,8500.0,14.05,영종자이,197
2025-07-17 12:02:54,영종자이 101동,27689,인천시,중구,운남동,197/167,"5억 3,000",53000.0,3/22층,남향,"197/167m², 3/22층, 남향",매경부동산 제공,25.06.18,210,2025-07-03 00:49:58,영종자이,인천광역시 중구 운남동 1550,197.11/167.86,60500.0,65000.0,69000.0,정보없음,정보없음,7500.0,12.4,영종자이,197
2025-07-17 12:02:54,영종자이 101동,27689,인천시,중구,운남동,197/167,"5억 3,000",53000.0,3/22층,남향,"197/167m², 3/22층, 남향",부동산뱅크 제공,25.07.09,40,2025-07-03 00:49:58,영종자이,인천광역시 중구 운남동 1550,197.11/167.86,60500.0,65000.0,69000.0,정보없음,정보없음,7500.0,12.4,영종자이,197
2025-07-17 12:02:54,영종자이 111동,27689,인천시,중구,운남동,197/167,"5억 3,000",53000.0,,남동향,"197/167m², 중/24층, 남동향",매경부동산 제공,25.07.03,150,2025-07-03 00:49:58,영종자이,인천광역시 중구 운남동 1550,197.11/167.86,60500.0,65000.0,69000.0,정보없음,정보없음,7500.0,12.4,영종자이,197
2025-07-17 12:02:54,영종자이 101동,27689,인천시,중구,운남동,197/167,"5억 3,000",53000.0,3/22층,남향,"197/167m², 3/22층, 남향",매경부동산 제공,25.06.26,146,2025-07-03 00:49:58,영종자이,인천광역시 중구 운남동 1550,197.11/167.86,60500.0,65000.0,69000.0,정보없음,정보없음,7500.0,12.4,영종자이,197
2025-07-17 12:02:54,영종자이 101동,27689,인천시,중구,운남동,197/167,"5억 3,000",53000.0,3/22층,남향,"197/167m², 3/22층, 남향",매경부동산 제공,25.07.12,18,2025-07-03 00:49:58,영종자이,인천광역시 중구 운남동 1550,197.11/167.86,60500.0,65000.0,69000.0,정보없음,정보없음,7500.0,12.4,영종자이,197
2025-07-17 12:02:54,영종자이 111동,27689,인천시,중구,운남동,197/167,"5억 3,000",53000.0,14/24층,남동향,"197/167m², 14/24층, 남동향",매경부동산 제공,25.07.01,115,2025-07-03 00:49:58,영종자이,인천광역시 중구 운남동 1550,197.11/167.86,60500.0,65000.0,69000.0,정보없음,정보없음,7500.0,12.4,영종자이,197
2025-07-17 12:02:54,영종자이 110동,27689,인천시,중구,운남동,197/167,"5억 4,000",54000.0,3/24층,남향,"197/167m², 3/24층, 남향",매경부동산 제공,25.07.12,16,2025-07-03 00:49:58,영종자이,인천광역시 중구 운남동 1550,197.11/167.86,60500.0,65000.0,69000.0,정보없음,정보없음,6500.0,10.74,영종자이,197
2025-07-17 12:02:54,영종자이 110동,27689,인천시,중구,운남동,197/167,"5억 4,000",54000.0,,남향,"197/167m², 저/24층, 남향",매경부동산 제공,25.06.23,214,2025-07-03 00:49:58,영종자이,인천광역시 중구 운남동 1550,197.11/167.86,60500.0,65000.0,69000.0,정보없음,정보없음,6500.0,10.74,영종자이,197
2025-07-17 12:02:54,영종자이 110동,27689,인천시,중구,운남동,197/167,"5억 4,000",54000.0,,남향,"197/167m², 저/24층, 남향",부동산렛츠 제공,25.06.27,190,2025-07-03 00:49:58,영종자이,인천광역시 중구 운남동 1550,197.11/167.86,60500.0,65000.0,69000.0,정보없음,정보없음,6500.0,10.74,영종자이,197
2025-07-17 12:02:54,영종자이 110동,27689,인천시,중구,운남동,197/167,"5억 4,000",54000.0,,남향,"197/167m², 중/24층, 남향",매경부동산 제공,25.07.14,49,2025-07-03 00:49:58,영종자이,인천광역시 중구 운남동 1550,197.11/167.86,60500.0,65000.0,69000.0,정보없음,정보없음,6500.0,10.74,영종자이,197
2025-07-17 12:02:54,영종자이 110동,27689,인천시,중구,운남동,197/167,"5억 4,000",54000.0,,남향,"197/167m², 중/24층, 남향",매경부동산 제공,25.06.23,225,2025-07-03 00:49:58,영종자이,인천광역시 중구 운남동 1550,197.11/167.86,60500.0,65000.0,69000.0,정보없음,정보없음,6500.0,10.74,영종자이,197
2025-07-17 12:02:54,영종자이 110동,27689,인천시,중구,운남동,197/167,"5억 4,000",54000.0,,남향,"197/167m², 중/24층, 남향",매경부동산 제공,25.07.17,22,2025-07-03 00:49:58,영종자이,인천광역시 중구 운남동 1550,197.11/167.86,60500.0,65000.0,69000.0,정보없음,정보없음,6500.0,10.74,영종자이,197
2025-07-17 12:02:54,영종자이 110동,27689,인천시,중구,운남동,197/167,"5억 5,000",55000.0,,남동향,"197/167m², 저/24층, 남동향",매경부동산 제공,25.06.26,201,2025-07-03 00:49:58,영종자이,인천광역시 중구 운남동 1550,197.11/167.86,60500.0,65000.0,69000.0,정보없음,정보없음,5500.0,9.09,영종자이,197
2025-07-17 12:02:54,영종자이 110동,27689,인천시,중구,운남동,197/167,"5억 5,000",55000.0,5/24층,남향,"197/167m², 5/24층, 남향",매경부동산 제공,25.07.08,43,2025-07-03 00:49:58,영종자이,인천광역시 중구 운남동 1550,197.11/167.86,60500.0,65000.0,69000.0,정보없음,정보없음,5500.0,9.09,영종자이,197
2025-07-17 12:02:54,영종자이 107동,27689,인천시,중구,운남동,197/167,"5억 5,000",55000.0,6/21층,남향,"197/167m², 6/21층, 남향",매경부동산 제공,25.06.17,208,2025-07-03 00:49:58,영종자이,인천광역시 중구 운남동 1550,197.11/167.86,60500.0,65000.0,69000.0,정보없음,정보없음,5500.0,9.09,영종자이,197
2025-07-17 12:02:54,영종자이 107동,27689,인천시,중구,운남동,197/167,"5억 5,000",55000.0,,남동향,"197/167m², 저/21층, 남동향",매경부동산 제공,25.07.14,59,2025-07-03 00:49:58,영종자이,인천광역시 중구 운남동 1550,197.11/167.86,60500.0,65000.0,69000.0,정보없음,정보없음,5500.0,9.09,영종자이,197
2025-07-17 12:02:54,영종자이 111동,27689,인천시,중구,운남동,197/167,"5억 5,000",55000.0,14/24층,남동향,"197/167m², 14/24층, 남동향",부동산뱅크 제공,25.06.30,124,2025-07-03 00:49:58,영종자이,인천광역시 중구 운남동 1550,197.11/167.86,60500.0,65000.0,69000.0,정보없음,정보없음,5500.0,9.09,영종자이,197
2025-07-17 12:02:54,영종자이 107동,27689,인천시,중구,운남동,197/167,"5억 5,000",55000.0,,남서향,"197/167m², 고/21층, 남서향",매경부동산 제공,25.07.07,119,2025-07-03 00:49:58,영종자이,인천광역시 중구 운남동 1550,197.11/167.86,60500.0,65000.0,69000.0,정보없음,정보없음,5500.0,9.09,영종자이,197
