네이버_수집일시,네이버_단지명,네이버_시도,네이버_시군구,네이버_읍면동,네이버_공급면적,네이버_매매가,네이버_매매가_숫자,네이버_층정보,네이버_방향,네이버_상세정보,네이버_부동산사무소,네이버_확인일자,네이버_매물순번,KB_수집일시,KB_단지명,KB_주소,KB_공급면적,KB_하위평균,KB_일반평균,KB_상위평균,KB_부동산사무소,KB_전화번호,가격차이_만원,가격차이_비율,정규화단지명,공급면적_숫자
2025-07-03 02:48:03,조흥 2동,경기도,동두천시,생연동,82/65,"4,500",4500.0,3/6층,남향,"82/65m², 3/6층, 남향",부동산렛츠 제공,25.06.18,20,2025-07-02 01:25:23,조흥,경기도 동두천시 생연동 268-5,82.38/65.53,6000.0,6500.0,7000.0,대방노블랜드부동산,031-859-6800,1500.0,25.0,조흥,82.0
2025-07-03 02:50:17,송내아이파크 101동,경기도,동두천시,송내동,159/123,3억 500,30500.0,1/21층,남향,"159/123m², 1/21층, 남향",부동산써브 제공,25.07.01,1,2025-07-02 01:27:07,송내아이파크,경기도 동두천시 송내동 664-4,159.53/123.76,31500.0,34000.0,36000.0,주공공인,031-861-7000,1000.0,3.17,송내아이파크,159.0
2025-07-03 02:45:08,상우 102동,경기도,동두천시,생연동,88/69,"8,000",8000.0,1/15층,남동향,"88/69m², 1/15층, 남동향",매경부동산 제공,25.06.21,9,2025-07-02 01:23:09,상우,경기도 동두천시 생연동 296-1,88.17/69.39,9000.0,9500.0,10500.0,대방노블랜드부동산,031-859-6800,1000.0,11.11,상우,88.0
2025-07-03 02:47:24,에이스5차 501동,경기도,동두천시,생연동,81/59,1억,10001.0,13/22층,동향,"81/59m², 13/22층, 동향",부동산써브 제공,25.06.28,8,2025-07-02 01:24:54,에이스5차,경기도 동두천시 생연동 356,81.75/59.91,11000.0,12000.0,12500.0,원탑공인,031-868-9933,999.0,9.08,에이스5차,81.0
2025-07-03 02:49:38,화성6차 1동,경기도,동두천시,생연동,78B/59,"4,800",4800.0,3/5층,남향,"78B/59m², 3/5층, 남향",한국공인중개사협회 제공,,3,2025-07-02 01:26:32,화성6차,경기도 동두천시 생연동 531-6,78.22A/59.79,5500.0,6500.0,7000.0,정보없음,정보없음,700.0,12.73,화성6차,78.0
2025-07-03 02:40:57,기상 101동,경기도,동두천시,생연동,93/69,"9,000",9000.0,7/15층,남동향,"93/69m², 7/15층, 남동향",매경부동산 제공,25.06.23,12,2025-07-02 01:20:02,기상,경기도 동두천시 생연동 85,93.85/69.30,9500.0,10000.0,10500.0,국민부동산공인,031-857-4959,500.0,5.26,기상,93.0
2025-07-03 02:52:52,송내주공1단지 105동,경기도,동두천시,지행동,107B/84,"2억 1,000",21000.0,14/15층,남향,"107B/84m², 14/15층, 남향",부동산써브 제공,25.06.30,20,2025-07-02 01:29:12,송내주공1단지,경기도 동두천시 지행동 717-2,107.84A/84.76,21500.0,23250.0,25250.0,뜨는공인,031-858-5601,500.0,2.33,송내주공1단지,107.0
2025-07-03 02:48:02,조흥 1동,경기도,동두천시,생연동,96/77,"7,500",7500.0,4/6층,남향,"96/77m², 4/6층, 남향",부동산렛츠 제공,25.06.27,3,2025-07-02 01:25:23,조흥,경기도 동두천시 생연동 268-5,96.14/77.31,8000.0,8500.0,9000.0,대방노블랜드부동산,031-859-6800,500.0,6.25,조흥,96.0
2025-07-03 02:40:57,기상 101동,경기도,동두천시,생연동,93/69,"9,000",9000.0,7/15층,남동향,"93/69m², 7/15층, 남동향",부동산렛츠 제공,25.06.28,16,2025-07-02 01:20:02,기상,경기도 동두천시 생연동 85,93.85/69.30,9500.0,10000.0,10500.0,국민부동산공인,031-857-4959,500.0,5.26,기상,93.0
2025-07-03 02:47:43,우성 1동,경기도,동두천시,생연동,105/84,"1억 1,000",11000.0,6/15층,남향,"105/84m², 6/15층, 남향",부동산써브 제공,25.06.16,9,2025-07-02 01:25:08,우성,경기도 동두천시 생연동 464-9,105.91/84.90,11500.0,12500.0,13500.0,해오름공인,031-864-5300,500.0,4.35,우성,105.0
2025-07-03 02:47:43,우성 1동,경기도,동두천시,생연동,105/84,"1억 1,000",11000.0,6/15층,남향,"105/84m², 6/15층, 남향",한국공인중개사협회 제공,,18,2025-07-02 01:25:08,우성,경기도 동두천시 생연동 464-9,105.91/84.90,11500.0,12500.0,13500.0,해오름공인,031-864-5300,500.0,4.35,우성,105.0
2025-07-03 02:45:08,상우 101동,경기도,동두천시,생연동,84B/66,"8,000",8000.0,12/15층,남동향,"84B/66m², 12/15층, 남동향",부동산렛츠 제공,25.06.27,18,2025-07-02 01:23:09,상우,경기도 동두천시 생연동 296-1,84.79A/66.75,8500.0,9000.0,9500.0,대방노블랜드부동산,031-859-6800,500.0,5.88,상우,84.0
2025-07-03 02:45:08,상우 102동,경기도,동두천시,생연동,84B/66,"8,000",8000.0,2/15층,남동향,"84B/66m², 2/15층, 남동향",부동산써브 제공,25.06.26,6,2025-07-02 01:23:09,상우,경기도 동두천시 생연동 296-1,84.79A/66.75,8500.0,9000.0,9500.0,대방노블랜드부동산,031-859-6800,500.0,5.88,상우,84.0
2025-07-03 02:41:35,대방노블랜드1차 101동,경기도,동두천시,생연동,69A/49,"9,000",9000.0,1/19층,동향,"69A/49m², 1/19층, 동향",한국공인중개사협회 제공,,17,2025-07-02 01:20:30,대방노블랜드1차,경기도 동두천시 생연동 360-2,69.53A/49.91,9500.0,10500.0,11500.0,해오름공인,031-864-5300,500.0,5.26,대방노블랜드1차,69.0
2025-07-03 02:41:35,대방노블랜드1차 101동,경기도,동두천시,생연동,69A/49,"9,000",9000.0,1/19층,동향,"69A/49m², 1/19층, 동향",부동산써브 제공,25.06.28,7,2025-07-02 01:20:30,대방노블랜드1차,경기도 동두천시 생연동 360-2,69.53A/49.91,9500.0,10500.0,11500.0,해오름공인,031-864-5300,500.0,5.26,대방노블랜드1차,69.0
2025-07-03 02:52:52,송내주공1단지 108동,경기도,동두천시,지행동,75A/59,"1억 4,900",14900.0,1/20층,남향,"75A/59m², 1/20층, 남향",부동산써브 제공,25.06.30,5,2025-07-02 01:29:12,송내주공1단지,경기도 동두천시 지행동 717-2,75.78A/59.56,15250.0,16500.0,17500.0,뜨는공인,031-858-5601,350.0,2.3,송내주공1단지,75.0
2025-07-03 02:52:52,송내주공1단지 108동,경기도,동두천시,지행동,75A/59,"1억 4,900",14900.0,1/20층,남향,"75A/59m², 1/20층, 남향",부동산써브 제공,25.06.25,14,2025-07-02 01:29:12,송내주공1단지,경기도 동두천시 지행동 717-2,75.78A/59.56,15250.0,16500.0,17500.0,뜨는공인,031-858-5601,350.0,2.3,송내주공1단지,75.0
2025-07-03 02:43:31,동양 1동,경기도,동두천시,생연동,76/59,"4,700",4700.0,,남동향,"76/59m², 저/6층, 남동향",부동산써브 제공,25.07.01,3,2025-07-02 01:21:40,동양,경기도 동두천시 생연동 251,76.23/59.94,5000.0,6000.0,6800.0,국민부동산공인,031-857-4959,300.0,6.0,동양,76.0
2025-07-03 02:43:31,동양 1동,경기도,동두천시,생연동,76/59,"4,700",4700.0,6/6층,남동향,"76/59m², 6/6층, 남동향",매경부동산 제공,25.06.19,2,2025-07-02 01:21:40,동양,경기도 동두천시 생연동 251,76.23/59.94,5000.0,6000.0,6800.0,국민부동산공인,031-857-4959,300.0,6.0,동양,76.0
2025-07-03 02:43:12,동양 1동,경기도,동두천시,생연동,76/59,"4,700",4700.0,,남동향,"76/59m², 저/6층, 남동향",부동산써브 제공,25.07.01,3,2025-07-02 01:21:40,동양,경기도 동두천시 생연동 251,76.23/59.94,5000.0,6000.0,6800.0,국민부동산공인,031-857-4959,300.0,6.0,동양,76.0
2025-07-03 02:43:12,동양 1동,경기도,동두천시,생연동,76/59,"4,700",4700.0,6/6층,남동향,"76/59m², 6/6층, 남동향",매경부동산 제공,25.06.19,2,2025-07-02 01:21:40,동양,경기도 동두천시 생연동 251,76.23/59.94,5000.0,6000.0,6800.0,국민부동산공인,031-857-4959,300.0,6.0,동양,76.0
