네이버_수집일시,네이버_단지명,네이버_시도,네이버_시군구,네이버_읍면동,네이버_공급면적,네이버_매매가,네이버_매매가_숫자,네이버_층정보,네이버_방향,네이버_상세정보,네이버_부동산사무소,네이버_확인일자,네이버_매물순번,KB_수집일시,KB_단지명,KB_주소,KB_공급면적,KB_하위평균,KB_일반평균,KB_상위평균,KB_부동산사무소,KB_전화번호,가격차이_만원,가격차이_비율,정규화단지명,공급면적_숫자
2025-07-02 23:46:59,미영팰리스 1동,경기도,군포시,대야미동,100/83,"3억 6,000",36000.0,3/10층,남서향,"100/83m², 3/10층, 남서향",부동산써브 제공,25.07.01,1,2025-07-01 22:39:47,미영팰리스,경기도 군포시 대야미동 652-8,100.60/83.92,37600.0,38700.0,40100.0,정보없음,정보없음,1600.0,4.26,미영팰리스,100.0
2025-07-02 23:46:59,미영팰리스 1동,경기도,군포시,대야미동,100/83,"3억 6,000",36000.0,3/10층,남서향,"100/83m², 3/10층, 남서향",부동산뱅크 제공,25.06.16,2,2025-07-01 22:39:47,미영팰리스,경기도 군포시 대야미동 652-8,100.60/83.92,37600.0,38700.0,40100.0,정보없음,정보없음,1600.0,4.26,미영팰리스,100.0
2025-07-02 23:34:53,쌍용 104동,경기도,군포시,당동,151/125,"6억 6,500",66500.0,2/24층,남향,"151/125m², 2/24층, 남향",매경부동산 제공,25.07.01,8,2025-07-01 22:29:30,쌍용,경기도 군포시 당동 873,151.18/125.00,67500.0,71000.0,73500.0,쌍용공인,031-394-0123,1000.0,1.48,쌍용,151.0
2025-07-02 23:45:43,건양타워2차 202동,경기도,군포시,대야미동,85/59,"2억 8,000",28000.0,1/20층,남향,"85/59m², 1/20층, 남향",부동산렛츠 제공,25.06.13,7,2025-07-01 22:38:47,건양타워2차,경기도 군포시 대야미동 659-1,85.17/59.97,29000.0,30000.0,32000.0,광장공인,031-502-5554,1000.0,3.45,건양타워2차,85.0
2025-07-02 23:45:43,건양타워2차 202동,경기도,군포시,대야미동,85/59,"2억 8,000",28000.0,,남서향,"85/59m², 저/20층, 남서향",매경부동산 제공,25.06.14,12,2025-07-01 22:38:47,건양타워2차,경기도 군포시 대야미동 659-1,85.17/59.97,29000.0,30000.0,32000.0,광장공인,031-502-5554,1000.0,3.45,건양타워2차,85.0
2025-07-03 00:03:45,한양목련 1226동,경기도,군포시,산본동,103/84,"5억 2,000",52000.0,1/20층,남서향,"103/84m², 1/20층, 남서향",부동산렛츠 제공,25.07.02,7,2025-07-01 22:55:02,한양목련,경기도 군포시 산본동 1088,103.64/84.20,53000.0,54000.0,55000.0,한양공인,031-394-5100,1000.0,1.89,한양목련,103.0
2025-07-02 23:30:44,두산 101동,경기도,군포시,당동,95/84,"3억 8,000",38000.0,1/15층,남향,"95/84m², 1/15층, 남향",부동산써브 제공,25.06.16,13,2025-07-01 22:26:06,두산,경기도 군포시 당동 907,95.23/84.72,38500.0,41500.0,42500.0,우리공인,031-399-5333,500.0,1.3,두산,95.0
2025-07-02 23:31:04,두산 101동,경기도,군포시,당동,95/84,"3억 8,000",38000.0,1/15층,남향,"95/84m², 1/15층, 남향",부동산써브 제공,25.06.16,13,2025-07-01 22:26:06,두산,경기도 군포시 당동 907,95.23/84.72,38500.0,41500.0,42500.0,우리공인,031-399-5333,500.0,1.3,두산,95.0
2025-07-02 23:34:53,쌍용 104동,경기도,군포시,당동,151/125,"6억 7,000",67000.0,2/24층,남향,"151/125m², 2/24층, 남향",매경부동산 제공,25.07.01,7,2025-07-01 22:29:30,쌍용,경기도 군포시 당동 873,151.18/125.00,67500.0,71000.0,73500.0,쌍용공인,031-394-0123,500.0,0.74,쌍용,151.0
2025-07-03 00:04:44,화남 1동,경기도,군포시,산본동,72/57,"2억 5,000",25000.0,1/6층,남동향,"72/57m², 1/6층, 남동향",한국공인중개사협회 제공,,1,2025-07-01 22:56:05,화남,경기도 군포시 산본동 1036-1,72.72/57.60,25500.0,27400.0,28600.0,정보없음,정보없음,500.0,1.96,화남,72.0
