네이버_수집일시,네이버_단지명,네이버_단지코드,네이버_시도,네이버_시군구,네이버_읍면동,네이버_공급면적,네이버_매매가,네이버_매매가_숫자,네이버_층정보,네이버_방향,네이버_상세정보,네이버_부동산사무소,네이버_확인일자,네이버_매물순번,KB_수집일시,KB_단지명,KB_주소,KB_공급면적,KB_하위평균,KB_일반평균,KB_상위평균,KB_부동산사무소,KB_전화번호,가격차이_만원,가격차이_비율,정규화단지명,공급면적_숫자
2025-07-12 22:46:55,두산위브 103동,159,서울시,금천구,가산동,162/134,"8억 5,000",85000.0,7/21층,남동향,"162/134m², 7/21층, 남동향",매경부동산 제공,25.07.11,18,2025-07-02 02:42:20,두산위브,서울특별시 금천구 가산동 769,162.82/134.94,89500.0,91500.0,95000.0,하나공인,02-859-2929,4500.0,5.03,두산위브,162
2025-07-12 22:46:55,두산위브 103동,159,서울시,금천구,가산동,162/134,"8억 5,000",85000.0,,남동향,"162/134m², 저/21층, 남동향",선방 제공,25.07.08,84,2025-07-02 02:42:20,두산위브,서울특별시 금천구 가산동 769,162.82/134.94,89500.0,91500.0,95000.0,하나공인,02-859-2929,4500.0,5.03,두산위브,162
2025-07-12 23:30:10,삼환 101동,11417,서울시,금천구,독산동,153/114,7억,70007.0,,남향,"153/114m², 고/12층, 남향",부동산써브 제공,25.06.30,2,2025-07-02 02:49:31,삼환,서울특별시 금천구 독산동 1006-132,153.76/114.86,74200.0,80200.0,87000.0,정보없음,정보없음,4193.0,5.65,삼환,153
2025-07-12 23:30:10,삼환 101동,11417,서울시,금천구,독산동,153/114,7억,70007.0,12/12층,남향,"153/114m², 12/12층, 남향",부동산뱅크 제공,25.06.21,3,2025-07-02 02:49:31,삼환,서울특별시 금천구 독산동 1006-132,153.76/114.86,74200.0,80200.0,87000.0,정보없음,정보없음,4193.0,5.65,삼환,153
2025-07-12 23:38:19,SM엘루이 1동,105862,서울시,금천구,시흥동,90A/71,"5억 5,000",55000.0,2/15층,남서향,"90A/71m², 2/15층, 남서향",부동산써브 제공,25.06.30,3,2025-07-02 02:56:05,SM엘루이,서울특별시 금천구 시흥동 791-40,90.01A/71.09,58000.0,61500.0,63250.0,한양공인,02-803-1988,3000.0,5.17,SM엘루이,90A
2025-07-13 00:05:02,시흥베르빌 101동,11981,서울시,금천구,시흥동,103/81,"7억 3,000",73000.0,2/19층,남동향,"103/81m², 2/19층, 남동향",산업부동산 제공,25.07.10,11,2025-07-02 03:03:17,시흥베르빌,서울특별시 금천구 시흥동 1015,103.74/81.16,75500.0,78500.0,80500.0,한성부동산,02-803-9000,2500.0,3.31,시흥베르빌,103
2025-07-13 00:03:55,성지 2동,170,서울시,금천구,시흥동,75/55,"4억 5,000",45000.0,2/13층,동향,"75/55m², 2/13층, 동향",매경부동산 제공,25.06.16,30,2025-07-02 03:02:14,성지,서울특별시 금천구 시흥동 산 173-8,75.53/55.30,47500.0,48500.0,51000.0,부동산월드공인,02-894-9007,2500.0,5.26,성지,75
2025-07-13 00:05:20,시흥베르빌 101동,11981,서울시,금천구,시흥동,103/81,"7억 3,000",73000.0,2/19층,남동향,"103/81m², 2/19층, 남동향",산업부동산 제공,25.07.10,11,2025-07-02 03:03:17,시흥베르빌,서울특별시 금천구 시흥동 1015,103.74/81.16,75500.0,78500.0,80500.0,한성부동산,02-803-9000,2500.0,3.31,시흥베르빌,103
2025-07-12 23:38:19,SM엘루이 1동,105862,서울시,금천구,시흥동,107E/84,"6억 1,000",61000.0,3/15층,남향,"107E/84m², 3/15층, 남향",한경부동산 제공,25.06.23,7,2025-07-02 02:56:05,SM엘루이,서울특별시 금천구 시흥동 791-40,107.54E/84.94,63000.0,65750.0,67000.0,한양공인,02-803-1988,2000.0,3.17,SM엘루이,107E
2025-07-12 23:38:19,SM엘루이 1동,105862,서울시,금천구,시흥동,108C/84,"6억 1,000",61000.0,,남향,"108C/84m², 중/15층, 남향",부동산써브 제공,25.07.02,5,2025-07-02 02:56:05,SM엘루이,서울특별시 금천구 시흥동 791-40,108.30C/84.99,63000.0,65750.0,67000.0,한양공인,02-803-1988,2000.0,3.17,SM엘루이,108C
2025-07-12 23:38:19,SM엘루이 1동,105862,서울시,금천구,시흥동,108C/84,"6억 1,000",61000.0,,남향,"108C/84m², 중/15층, 남향",부동산써브 제공,25.06.22,13,2025-07-02 02:56:05,SM엘루이,서울특별시 금천구 시흥동 791-40,108.30C/84.99,63000.0,65750.0,67000.0,한양공인,02-803-1988,2000.0,3.17,SM엘루이,108C
2025-07-12 23:38:19,SM엘루이 1동,105862,서울시,금천구,시흥동,108C/84,"6억 1,000",61000.0,,남향,"108C/84m², 중/15층, 남향",한경부동산 제공,25.06.23,12,2025-07-02 02:56:05,SM엘루이,서울특별시 금천구 시흥동 791-40,108.30C/84.99,63000.0,65750.0,67000.0,한양공인,02-803-1988,2000.0,3.17,SM엘루이,108C
2025-07-12 23:38:19,SM엘루이 1동,105862,서울시,금천구,시흥동,107E/84,"6억 1,000",61000.0,3/15층,남향,"107E/84m², 3/15층, 남향",부동산써브 제공,25.07.11,1,2025-07-02 02:56:05,SM엘루이,서울특별시 금천구 시흥동 791-40,107.54E/84.94,63000.0,65750.0,67000.0,한양공인,02-803-1988,2000.0,3.17,SM엘루이,107E
2025-07-13 00:04:39,시흥목련 102동,1084,서울시,금천구,시흥동,82B/59,"5억 2,000",52000.0,6/12층,남향,"82B/59m², 6/12층, 남향",부동산뱅크 제공,25.07.09,12,2025-07-02 03:03:04,시흥목련,서울특별시 금천구 시흥동 1009,82.15B/59.21,53500.0,55000.0,57000.0,부동산월드공인,02-894-9007,1500.0,2.8,시흥목련,82B
2025-07-12 22:46:55,두산위브 112동,159,서울시,금천구,가산동,81/59,"5억 8,000",58000.0,1/23층,남서향,"81/59m², 1/23층, 남서향",매경부동산 제공,25.06.18,87,2025-07-02 02:42:20,두산위브,서울특별시 금천구 가산동 769,81.73/59.84,59500.0,62000.0,64500.0,하나공인,02-859-2929,1500.0,2.52,두산위브,81
2025-07-13 00:04:39,시흥목련 102동,1084,서울시,금천구,시흥동,82B/59,"5억 2,000",52000.0,6/12층,남서향,"82B/59m², 6/12층, 남서향",부동산써브 제공,25.07.05,7,2025-07-02 03:03:04,시흥목련,서울특별시 금천구 시흥동 1009,82.15B/59.21,53500.0,55000.0,57000.0,부동산월드공인,02-894-9007,1500.0,2.8,시흥목련,82B
2025-07-13 00:04:39,시흥목련 102동,1084,서울시,금천구,시흥동,82B/59,"5억 2,000",52000.0,6/12층,남향,"82B/59m², 6/12층, 남향",매경부동산 제공,25.07.08,4,2025-07-02 03:03:04,시흥목련,서울특별시 금천구 시흥동 1009,82.15B/59.21,53500.0,55000.0,57000.0,부동산월드공인,02-894-9007,1500.0,2.8,시흥목련,82B
2025-07-13 00:04:39,시흥목련 102동,1084,서울시,금천구,시흥동,82B/59,"5억 2,000",52000.0,6/12층,남향,"82B/59m², 6/12층, 남향",매경부동산 제공,25.07.09,2,2025-07-02 03:03:04,시흥목련,서울특별시 금천구 시흥동 1009,82.15B/59.21,53500.0,55000.0,57000.0,부동산월드공인,02-894-9007,1500.0,2.8,시흥목련,82B
2025-07-13 00:04:39,시흥목련 102동,1084,서울시,금천구,시흥동,82B/59,"5억 2,000",52000.0,6/12층,남향,"82B/59m², 6/12층, 남향",매경부동산 제공,25.07.05,10,2025-07-02 03:03:04,시흥목련,서울특별시 금천구 시흥동 1009,82.15B/59.21,53500.0,55000.0,57000.0,부동산월드공인,02-894-9007,1500.0,2.8,시흥목련,82B
2025-07-13 00:04:39,시흥목련 102동,1084,서울시,금천구,시흥동,82B/59,"5억 2,000",52000.0,6/12층,남향,"82B/59m², 6/12층, 남향",부동산포스 제공,25.07.05,17,2025-07-02 03:03:04,시흥목련,서울특별시 금천구 시흥동 1009,82.15B/59.21,53500.0,55000.0,57000.0,부동산월드공인,02-894-9007,1500.0,2.8,시흥목련,82B
2025-07-13 00:04:39,시흥목련 102동,1084,서울시,금천구,시흥동,82B/59,"5억 2,000",52000.0,,남서향,"82B/59m², 중/12층, 남서향",부동산포스 제공,25.07.10,19,2025-07-02 03:03:04,시흥목련,서울특별시 금천구 시흥동 1009,82.15B/59.21,53500.0,55000.0,57000.0,부동산월드공인,02-894-9007,1500.0,2.8,시흥목련,82B
