네이버_수집일시,네이버_단지명,네이버_시도,네이버_시군구,네이버_읍면동,네이버_공급면적,네이버_매매가,네이버_매매가_숫자,네이버_층정보,네이버_방향,네이버_상세정보,네이버_부동산사무소,네이버_확인일자,네이버_매물순번,KB_수집일시,KB_단지명,KB_주소,KB_공급면적,KB_하위평균,KB_일반평균,KB_상위평균,KB_부동산사무소,KB_전화번호,가격차이_만원,가격차이_비율,정규화단지명,공급면적_숫자
2025-07-11 02:29:39,휴먼시아2단지 203동,경기도,광명시,소하동,146B/119,"9억 7,000",97000.0,,남서향,"146B/119m², 저/14층, 남서향",매경부동산 제공,25.06.12,99,2025-07-01 20:47:39,휴먼시아2단지,경기도 광명시 소하동 1288,146.78B탑층/119.85,102500.0,104500.0,107000.0,OK공인,02-898-9000,5500.0,5.37,휴먼시아2단지,146B
2025-07-11 02:29:39,휴먼시아2단지 203동,경기도,광명시,소하동,146B/119,"9억 7,000",97000.0,,남서향,"146B/119m², 저/14층, 남서향",매경부동산 제공,25.06.16,93,2025-07-01 20:47:39,휴먼시아2단지,경기도 광명시 소하동 1288,146.78B탑층/119.85,102500.0,104500.0,107000.0,OK공인,02-898-9000,5500.0,5.37,휴먼시아2단지,146B
2025-07-11 02:29:39,휴먼시아2단지 203동,경기도,광명시,소하동,146B/119,"9억 7,000",97000.0,,남서향,"146B/119m², 저/14층, 남서향",우리집부동산 제공,25.06.26,72,2025-07-01 20:47:39,휴먼시아2단지,경기도 광명시 소하동 1288,146.78B탑층/119.85,102500.0,104500.0,107000.0,OK공인,02-898-9000,5500.0,5.37,휴먼시아2단지,146B
2025-07-11 02:28:37,휴먼시아2단지 203동,경기도,광명시,소하동,146B/119,"9억 7,000",97000.0,,남서향,"146B/119m², 저/14층, 남서향",매경부동산 제공,25.06.12,99,2025-07-01 20:47:39,휴먼시아2단지,경기도 광명시 소하동 1288,146.78B탑층/119.85,102500.0,104500.0,107000.0,OK공인,02-898-9000,5500.0,5.37,휴먼시아2단지,146B
2025-07-11 02:28:37,휴먼시아2단지 203동,경기도,광명시,소하동,146B/119,"9억 7,000",97000.0,,남서향,"146B/119m², 저/14층, 남서향",매경부동산 제공,25.06.16,95,2025-07-01 20:47:39,휴먼시아2단지,경기도 광명시 소하동 1288,146.78B탑층/119.85,102500.0,104500.0,107000.0,OK공인,02-898-9000,5500.0,5.37,휴먼시아2단지,146B
2025-07-11 02:28:37,휴먼시아2단지 203동,경기도,광명시,소하동,146B/119,"9억 7,000",97000.0,,남서향,"146B/119m², 저/14층, 남서향",우리집부동산 제공,25.06.26,71,2025-07-01 20:47:39,휴먼시아2단지,경기도 광명시 소하동 1288,146.78B탑층/119.85,102500.0,104500.0,107000.0,OK공인,02-898-9000,5500.0,5.37,휴먼시아2단지,146B
2025-07-11 02:23:58,성원 102동,경기도,광명시,소하동,87/59,3억,30003.0,1/11층,동향,"87/59m², 1/11층, 동향",매경부동산 제공,25.06.27,7,2025-07-01 20:45:13,성원,경기도 광명시 소하동 936,87.32/59.33,33000.0,35000.0,36500.0,신양지공인,02-899-5342,2997.0,9.08,성원,87
2025-07-11 02:29:39,휴먼시아2단지 214동,경기도,광명시,소하동,124B/101,"9억 1,000",91000.0,,남서향,"124B/101m², 중/15층, 남서향",우리집부동산 제공,25.07.02,60,2025-07-01 20:47:39,휴먼시아2단지,경기도 광명시 소하동 1288,124.84B탑층/101.94,93500.0,96000.0,97500.0,OK공인,02-898-9000,2500.0,2.67,휴먼시아2단지,124B
2025-07-11 02:29:39,휴먼시아2단지 204동,경기도,광명시,소하동,124B/101,"9억 1,000",91000.0,4/13층,남서향,"124B/101m², 4/13층, 남서향",매경부동산 제공,25.06.26,58,2025-07-01 20:47:39,휴먼시아2단지,경기도 광명시 소하동 1288,124.84B탑층/101.94,93500.0,96000.0,97500.0,OK공인,02-898-9000,2500.0,2.67,휴먼시아2단지,124B
2025-07-11 02:28:37,휴먼시아2단지 204동,경기도,광명시,소하동,124B/101,"9억 1,000",91000.0,4/13층,남서향,"124B/101m², 4/13층, 남서향",매경부동산 제공,25.06.26,55,2025-07-01 20:47:39,휴먼시아2단지,경기도 광명시 소하동 1288,124.84B탑층/101.94,93500.0,96000.0,97500.0,OK공인,02-898-9000,2500.0,2.67,휴먼시아2단지,124B
