네이버_수집일시,네이버_단지명,네이버_단지코드,네이버_시도,네이버_시군구,네이버_읍면동,네이버_공급면적,네이버_매매가,네이버_매매가_숫자,네이버_층정보,네이버_방향,네이버_상세정보,네이버_부동산사무소,네이버_확인일자,네이버_매물순번,KB_수집일시,KB_단지명,KB_주소,KB_공급면적,KB_하위평균,KB_일반평균,KB_상위평균,KB_부동산사무소,KB_전화번호,가격차이_만원,가격차이_비율,정규화단지명,공급면적_숫자
2025-07-12 11:48:00,영종자이 111동,27689,인천시,중구,운남동,197/167,"5억 2,000",52000.0,,남향,"197/167m², 중/24층, 남향",한국공인중개사협회 제공,,249,2025-07-03 00:49:58,영종자이,인천광역시 중구 운남동 1550,197.11/167.86,60500.0,65000.0,69000.0,정보없음,정보없음,8500.0,14.05,영종자이,197
2025-07-12 11:48:00,영종자이 111동,27689,인천시,중구,운남동,197/167,"5억 2,000",52000.0,,남동향,"197/167m², 중/24층, 남동향",한국공인중개사협회 제공,,254,2025-07-03 00:49:58,영종자이,인천광역시 중구 운남동 1550,197.11/167.86,60500.0,65000.0,69000.0,정보없음,정보없음,8500.0,14.05,영종자이,197
2025-07-12 11:48:00,영종자이 101동,27689,인천시,중구,운남동,197/167,"5억 3,000",53000.0,3/22층,남향,"197/167m², 3/22층, 남향",매경부동산 제공,25.06.18,179,2025-07-03 00:49:58,영종자이,인천광역시 중구 운남동 1550,197.11/167.86,60500.0,65000.0,69000.0,정보없음,정보없음,7500.0,12.4,영종자이,197
2025-07-12 11:48:00,영종자이 111동,27689,인천시,중구,운남동,197/167,"5억 3,000",53000.0,14/24층,남동향,"197/167m², 14/24층, 남동향",매경부동산 제공,25.07.01,79,2025-07-03 00:49:58,영종자이,인천광역시 중구 운남동 1550,197.11/167.86,60500.0,65000.0,69000.0,정보없음,정보없음,7500.0,12.4,영종자이,197
2025-07-12 11:48:00,영종자이 101동,27689,인천시,중구,운남동,197/167,"5억 3,000",53000.0,3/22층,남향,"197/167m², 3/22층, 남향",매경부동산 제공,25.06.26,110,2025-07-03 00:49:58,영종자이,인천광역시 중구 운남동 1550,197.11/167.86,60500.0,65000.0,69000.0,정보없음,정보없음,7500.0,12.4,영종자이,197
2025-07-12 11:48:00,영종자이 111동,27689,인천시,중구,운남동,197/167,"5억 3,000",53000.0,,남동향,"197/167m², 중/24층, 남동향",매경부동산 제공,25.07.03,112,2025-07-03 00:49:58,영종자이,인천광역시 중구 운남동 1550,197.11/167.86,60500.0,65000.0,69000.0,정보없음,정보없음,7500.0,12.4,영종자이,197
2025-07-12 11:48:00,영종자이 101동,27689,인천시,중구,운남동,197/167,"5억 3,000",53000.0,3/22층,남향,"197/167m², 3/22층, 남향",부동산뱅크 제공,25.07.09,18,2025-07-03 00:49:58,영종자이,인천광역시 중구 운남동 1550,197.11/167.86,60500.0,65000.0,69000.0,정보없음,정보없음,7500.0,12.4,영종자이,197
2025-07-12 11:48:00,영종자이 101동,27689,인천시,중구,운남동,197/167,"5억 3,000",53000.0,3/22층,남향,"197/167m², 3/22층, 남향",매경부동산 제공,25.07.12,1,2025-07-03 00:49:58,영종자이,인천광역시 중구 운남동 1550,197.11/167.86,60500.0,65000.0,69000.0,정보없음,정보없음,7500.0,12.4,영종자이,197
2025-07-12 10:23:48,송도자이하버뷰2단지 203동,27421,인천시,연수구,송도동,196/147,15억,150015.0,,남동향,"196/147m², 저/26층, 남동향",한경부동산 제공,25.07.04,69,2025-07-03 00:24:01,송도자이하버뷰2단지,인천광역시 연수구 송도동 19-7,196.11/147.65,157500.0,167500.0,177500.0,정보없음,정보없음,7485.0,4.75,송도자이하버뷰2단지,196
2025-07-12 11:48:00,영종자이 110동,27689,인천시,중구,운남동,197/167,"5억 4,000",54000.0,,남향,"197/167m², 저/24층, 남향",매경부동산 제공,25.06.23,181,2025-07-03 00:49:58,영종자이,인천광역시 중구 운남동 1550,197.11/167.86,60500.0,65000.0,69000.0,정보없음,정보없음,6500.0,10.74,영종자이,197
