네이버_수집일시,네이버_단지명,네이버_단지코드,네이버_시도,네이버_시군구,네이버_읍면동,네이버_공급면적,네이버_매매가,네이버_매매가_숫자,네이버_층정보,네이버_방향,네이버_상세정보,네이버_부동산사무소,네이버_확인일자,네이버_매물순번,KB_수집일시,KB_단지명,KB_주소,KB_공급면적,KB_하위평균,KB_일반평균,KB_상위평균,KB_부동산사무소,KB_전화번호,가격차이_만원,가격차이_비율,정규화단지명,공급면적_숫자
2025-07-12 13:19:54,기상 101동,8910,경기도,동두천시,생연동,115/84,"9,500",9500.0,11/15층,남동향,"115/84m², 11/15층, 남동향",한국공인중개사협회 제공,,66,2025-07-02 01:20:02,기상,경기도 동두천시 생연동 85,115.00/84.96,12000.0,13000.0,14000.0,국민부동산공인,031-857-4959,2500.0,20.83,기상,115
2025-07-12 13:19:54,기상 101동,8910,경기도,동두천시,생연동,93/69,"7,500",7500.0,1/15층,남향,"93/69m², 1/15층, 남향",부동산써브 제공,25.06.16,38,2025-07-02 01:20:02,기상,경기도 동두천시 생연동 85,93.85/69.30,9500.0,10000.0,10500.0,국민부동산공인,031-857-4959,2000.0,21.05,기상,93
2025-07-12 13:27:05,에이스5차 501동,14513,경기도,동두천시,생연동,81/59,"9,000",9000.0,1/22층,동향,"81/59m², 1/22층, 동향",부동산써브 제공,25.07.08,3,2025-07-02 01:24:54,에이스5차,경기도 동두천시 생연동 356,81.75/59.91,11000.0,12000.0,12500.0,원탑공인,031-868-9933,2000.0,18.18,에이스5차,81
2025-07-12 13:19:54,기상 101동,8910,경기도,동두천시,생연동,93/69,"7,900",7900.0,1/15층,동향,"93/69m², 1/15층, 동향",부동산렛츠 제공,25.06.13,45,2025-07-02 01:20:02,기상,경기도 동두천시 생연동 85,93.85/69.30,9500.0,10000.0,10500.0,국민부동산공인,031-857-4959,1600.0,16.84,기상,93
2025-07-12 13:19:54,기상 101동,8910,경기도,동두천시,생연동,93/69,"7,900",7900.0,1/15층,남향,"93/69m², 1/15층, 남향",한국공인중개사협회 제공,,53,2025-07-02 01:20:02,기상,경기도 동두천시 생연동 85,93.85/69.30,9500.0,10000.0,10500.0,국민부동산공인,031-857-4959,1600.0,16.84,기상,93
2025-07-12 13:19:54,기상 101동,8910,경기도,동두천시,생연동,93/69,"7,900",7900.0,1/15층,동향,"93/69m², 1/15층, 동향",부동산써브 제공,25.07.05,27,2025-07-02 01:20:02,기상,경기도 동두천시 생연동 85,93.85/69.30,9500.0,10000.0,10500.0,국민부동산공인,031-857-4959,1600.0,16.84,기상,93
2025-07-12 13:27:48,조흥 2동,9989,경기도,동두천시,생연동,82/65,"4,500",4500.0,3/6층,남향,"82/65m², 3/6층, 남향",부동산렛츠 제공,25.06.18,25,2025-07-02 01:25:23,조흥,경기도 동두천시 생연동 268-5,82.38/65.53,6000.0,6500.0,7000.0,대방노블랜드부동산,031-859-6800,1500.0,25.0,조흥,82
2025-07-12 13:19:54,기상 101동,8910,경기도,동두천시,생연동,115/84,1억 500,10500.0,11/15층,남동향,"115/84m², 11/15층, 남동향",부동산써브 제공,25.06.16,51,2025-07-02 01:20:02,기상,경기도 동두천시 생연동 85,115.00/84.96,12000.0,13000.0,14000.0,국민부동산공인,031-857-4959,1500.0,12.5,기상,115
2025-07-12 13:35:40,지행역휴먼빌 106동,27537,경기도,동두천시,지행동,151/123,"3억 3,500",33500.0,3/14층,남향,"151/123m², 3/14층, 남향",한국공인중개사협회 제공,,14,2025-07-02 01:30:25,지행역휴먼빌,경기도 동두천시 지행동 308,151.97/123.01,35000.0,37000.0,40000.0,휴먼빌공인,031-858-8999,1500.0,4.29,지행역휴먼빌,151
2025-07-12 13:35:40,지행역휴먼빌 106동,27537,경기도,동두천시,지행동,151/123,"3억 3,500",33500.0,3/14층,남향,"151/123m², 3/14층, 남향",부동산써브 제공,25.06.25,7,2025-07-02 01:30:25,지행역휴먼빌,경기도 동두천시 지행동 308,151.97/123.01,35000.0,37000.0,40000.0,휴먼빌공인,031-858-8999,1500.0,4.29,지행역휴먼빌,151
2025-07-12 13:35:40,지행역휴먼빌 106동,27537,경기도,동두천시,지행동,151/123,"3억 3,500",33500.0,3/14층,남향,"151/123m², 3/14층, 남향",부동산써브 제공,25.06.24,3,2025-07-02 01:30:25,지행역휴먼빌,경기도 동두천시 지행동 308,151.97/123.01,35000.0,37000.0,40000.0,휴먼빌공인,031-858-8999,1500.0,4.29,지행역휴먼빌,151
2025-07-12 13:35:25,지행역휴먼빌 106동,27537,경기도,동두천시,지행동,151/123,"3억 3,500",33500.0,3/14층,남향,"151/123m², 3/14층, 남향",한국공인중개사협회 제공,,14,2025-07-02 01:30:25,지행역휴먼빌,경기도 동두천시 지행동 308,151.97/123.01,35000.0,37000.0,40000.0,휴먼빌공인,031-858-8999,1500.0,4.29,지행역휴먼빌,151
2025-07-12 13:35:25,지행역휴먼빌 106동,27537,경기도,동두천시,지행동,151/123,"3억 3,500",33500.0,3/14층,남향,"151/123m², 3/14층, 남향",부동산써브 제공,25.06.25,7,2025-07-02 01:30:25,지행역휴먼빌,경기도 동두천시 지행동 308,151.97/123.01,35000.0,37000.0,40000.0,휴먼빌공인,031-858-8999,1500.0,4.29,지행역휴먼빌,151
2025-07-12 13:35:25,지행역휴먼빌 106동,27537,경기도,동두천시,지행동,151/123,"3억 3,500",33500.0,3/14층,남향,"151/123m², 3/14층, 남향",부동산써브 제공,25.06.24,3,2025-07-02 01:30:25,지행역휴먼빌,경기도 동두천시 지행동 308,151.97/123.01,35000.0,37000.0,40000.0,휴먼빌공인,031-858-8999,1500.0,4.29,지행역휴먼빌,151
2025-07-12 13:35:10,지행역휴먼빌 106동,27537,경기도,동두천시,지행동,151/123,"3억 3,500",33500.0,3/14층,남향,"151/123m², 3/14층, 남향",한국공인중개사협회 제공,,14,2025-07-02 01:30:25,지행역휴먼빌,경기도 동두천시 지행동 308,151.97/123.01,35000.0,37000.0,40000.0,휴먼빌공인,031-858-8999,1500.0,4.29,지행역휴먼빌,151
2025-07-12 13:35:10,지행역휴먼빌 106동,27537,경기도,동두천시,지행동,151/123,"3억 3,500",33500.0,3/14층,남향,"151/123m², 3/14층, 남향",부동산써브 제공,25.06.25,7,2025-07-02 01:30:25,지행역휴먼빌,경기도 동두천시 지행동 308,151.97/123.01,35000.0,37000.0,40000.0,휴먼빌공인,031-858-8999,1500.0,4.29,지행역휴먼빌,151
