네이버_수집일시,네이버_단지명,네이버_단지코드,네이버_시도,네이버_시군구,네이버_읍면동,네이버_공급면적,네이버_매매가,네이버_매매가_숫자,네이버_층정보,네이버_방향,네이버_상세정보,네이버_부동산사무소,네이버_확인일자,네이버_매물순번,KB_수집일시,KB_단지명,KB_주소,KB_공급면적,KB_하위평균,KB_일반평균,KB_상위평균,KB_부동산사무소,KB_전화번호,가격차이_만원,가격차이_비율,정규화단지명,공급면적_숫자
2025-07-13 10:47:56,한강밤섬자이 102동,22776,서울시,마포구,하중동,163/132,23억,230023.0,4/25층,남동향,"163/132m², 4/25층, 남동향",알터 제공,25.06.20,84,2025-07-02 07:09:13,한강밤섬자이,서울특별시 마포구 하중동 101,163.53/132.54,235000.0,260000.0,285000.0,밤섬자이공인,02-337-4466,4977.0,2.12,한강밤섬자이,163
2025-07-13 10:47:56,한강밤섬자이 102동,22776,서울시,마포구,하중동,163/132,23억,230023.0,,남서향,"163/132m², 저/25층, 남서향",알터 제공,25.07.12,65,2025-07-02 07:09:13,한강밤섬자이,서울특별시 마포구 하중동 101,163.53/132.54,235000.0,260000.0,285000.0,밤섬자이공인,02-337-4466,4977.0,2.12,한강밤섬자이,163
2025-07-13 10:47:56,한강밤섬자이 102동,22776,서울시,마포구,하중동,163/132,23억,230023.0,4/25층,남동향,"163/132m², 4/25층, 남동향",알터 제공,25.06.16,88,2025-07-02 07:09:13,한강밤섬자이,서울특별시 마포구 하중동 101,163.53/132.54,235000.0,260000.0,285000.0,밤섬자이공인,02-337-4466,4977.0,2.12,한강밤섬자이,163
2025-07-13 10:47:56,한강밤섬자이 102동,22776,서울시,마포구,하중동,163/132,23억,230023.0,4/25층,남동향,"163/132m², 4/25층, 남동향",매경부동산 제공,25.06.18,86,2025-07-02 07:09:13,한강밤섬자이,서울특별시 마포구 하중동 101,163.53/132.54,235000.0,260000.0,285000.0,밤섬자이공인,02-337-4466,4977.0,2.12,한강밤섬자이,163
2025-07-13 09:35:32,상암월드컵파크7단지 711동,17628,서울시,마포구,상암동,133E/104,"12억 8,000",128000.0,1/15층,남서향,"133E/104m², 1/15층, 남서향",매경부동산 제공,25.07.11,3,2025-07-02 06:39:16,상암월드컵파크7단지,서울특별시 마포구 상암동 1660,133.50E/104.77,132000.0,137000.0,141000.0,가야공인,02-303-0202,4000.0,3.03,상암월드컵파크7단지,133E
2025-07-13 09:35:32,상암월드컵파크7단지 711동,17628,서울시,마포구,상암동,133E/104,"12억 8,000",128000.0,1/15층,남향,"133E/104m², 1/15층, 남향",매경부동산 제공,25.06.20,65,2025-07-02 06:39:16,상암월드컵파크7단지,서울특별시 마포구 상암동 1660,133.50E/104.77,132000.0,137000.0,141000.0,가야공인,02-303-0202,4000.0,3.03,상암월드컵파크7단지,133E
2025-07-13 09:35:32,상암월드컵파크7단지 711동,17628,서울시,마포구,상암동,133E/104,"12억 8,000",128000.0,1/15층,남서향,"133E/104m², 1/15층, 남서향",매경부동산 제공,25.06.20,61,2025-07-02 06:39:16,상암월드컵파크7단지,서울특별시 마포구 상암동 1660,133.50E/104.77,132000.0,137000.0,141000.0,가야공인,02-303-0202,4000.0,3.03,상암월드컵파크7단지,133E
2025-07-13 09:35:32,상암월드컵파크7단지 711동,17628,서울시,마포구,상암동,133E/104,"12억 8,000",128000.0,1/15층,남서향,"133E/104m², 1/15층, 남서향",매경부동산 제공,25.06.26,42,2025-07-02 06:39:16,상암월드컵파크7단지,서울특별시 마포구 상암동 1660,133.50E/104.77,132000.0,137000.0,141000.0,가야공인,02-303-0202,4000.0,3.03,상암월드컵파크7단지,133E
2025-07-13 09:35:32,상암월드컵파크7단지 711동,17628,서울시,마포구,상암동,133E/104,"12억 8,000",128000.0,1/15층,남서향,"133E/104m², 1/15층, 남서향",부동산써브 제공,25.06.27,40,2025-07-02 06:39:16,상암월드컵파크7단지,서울특별시 마포구 상암동 1660,133.50E/104.77,132000.0,137000.0,141000.0,가야공인,02-303-0202,4000.0,3.03,상암월드컵파크7단지,133E
2025-07-13 09:35:32,상암월드컵파크7단지 711동,17628,서울시,마포구,상암동,133E/104,"12억 8,000",128000.0,1/15층,남향,"133E/104m², 1/15층, 남향",매경부동산 제공,25.07.07,12,2025-07-02 06:39:16,상암월드컵파크7단지,서울특별시 마포구 상암동 1660,133.50E/104.77,132000.0,137000.0,141000.0,가야공인,02-303-0202,4000.0,3.03,상암월드컵파크7단지,133E
