네이버_수집일시,네이버_단지명,네이버_단지코드,네이버_시도,네이버_시군구,네이버_읍면동,네이버_공급면적,네이버_매매가,네이버_매매가_숫자,네이버_층정보,네이버_방향,네이버_상세정보,네이버_부동산사무소,네이버_확인일자,네이버_매물순번,KB_수집일시,KB_단지명,KB_주소,KB_공급면적,KB_하위평균,KB_일반평균,KB_상위평균,KB_부동산사무소,KB_전화번호,가격차이_만원,가격차이_비율,정규화단지명,공급면적_숫자
2025-07-13 05:39:59,삼보스위트홈 1동,25543,서울시,동대문구,이문동,198/182,11억,110011.0,2/5층,남향,"198/182m², 2/5층, 남향",선방 제공,25.07.07,3,2025-07-02 04:55:15,삼보스위트홈,서울특별시 동대문구 이문동 264-368,198.39/182.53,120200.0,127700.0,137900.0,정보없음,정보없음,10189.0,8.48,삼보스위트홈,198
2025-07-13 05:39:59,삼보스위트홈 1동,25543,서울시,동대문구,이문동,198/182,11억,110011.0,2/5층,남향,"198/182m², 2/5층, 남향",한경부동산 제공,25.07.05,5,2025-07-02 04:55:15,삼보스위트홈,서울특별시 동대문구 이문동 264-368,198.39/182.53,120200.0,127700.0,137900.0,정보없음,정보없음,10189.0,8.48,삼보스위트홈,198
2025-07-13 05:39:59,삼보스위트홈 1동,25543,서울시,동대문구,이문동,198/182,11억,110011.0,2/5층,남향,"198/182m², 2/5층, 남향",매경부동산 제공,25.06.16,7,2025-07-02 04:55:15,삼보스위트홈,서울특별시 동대문구 이문동 264-368,198.39/182.53,120200.0,127700.0,137900.0,정보없음,정보없음,10189.0,8.48,삼보스위트홈,198
2025-07-13 05:39:59,삼보스위트홈 1동,25543,서울시,동대문구,이문동,198/182,11억,110011.0,2/5층,남향,"198/182m², 2/5층, 남향",매경부동산 제공,25.07.08,1,2025-07-02 04:55:15,삼보스위트홈,서울특별시 동대문구 이문동 264-368,198.39/182.53,120200.0,127700.0,137900.0,정보없음,정보없음,10189.0,8.48,삼보스위트홈,198
2025-07-13 05:55:37,우성3차 101동,25175,서울시,동대문구,장안동,101A/83,"6억 3,500",63500.0,1/11층,남향,"101A/83m², 1/11층, 남향",매경부동산 제공,25.07.09,3,2025-07-02 05:05:13,우성3차,서울특별시 동대문구 장안동 562,101.14A/83.70,69000.0,72000.0,74000.0,동광공인,02-2249-5044,5500.0,7.97,우성3차,101A
2025-07-13 05:55:37,우성3차 101동,25175,서울시,동대문구,장안동,101A/83,"6억 3,500",63500.0,1/11층,남향,"101A/83m², 1/11층, 남향",매경부동산 제공,25.07.11,1,2025-07-02 05:05:13,우성3차,서울특별시 동대문구 장안동 562,101.14A/83.70,69000.0,72000.0,74000.0,동광공인,02-2249-5044,5500.0,7.97,우성3차,101A
2025-07-13 05:55:37,우성3차 101동,25175,서울시,동대문구,장안동,101A/83,"6억 3,500",63500.0,1/11층,남향,"101A/83m², 1/11층, 남향",부동산써브 제공,25.07.09,2,2025-07-02 05:05:13,우성3차,서울특별시 동대문구 장안동 562,101.14A/83.70,69000.0,72000.0,74000.0,동광공인,02-2249-5044,5500.0,7.97,우성3차,101A
2025-07-13 05:55:37,우성3차 101동,25175,서울시,동대문구,장안동,101A/83,"6억 3,500",63500.0,1/11층,남향,"101A/83m², 1/11층, 남향",부동산렛츠 제공,25.07.08,4,2025-07-02 05:05:13,우성3차,서울특별시 동대문구 장안동 562,101.14A/83.70,69000.0,72000.0,74000.0,동광공인,02-2249-5044,5500.0,7.97,우성3차,101A
2025-07-13 05:55:37,우성3차 101동,25175,서울시,동대문구,장안동,101A/83,"6억 3,500",63500.0,1/11층,남향,"101A/83m², 1/11층, 남향",매경부동산 제공,25.06.23,6,2025-07-02 05:05:13,우성3차,서울특별시 동대문구 장안동 562,101.14A/83.70,69000.0,72000.0,74000.0,동광공인,02-2249-5044,5500.0,7.97,우성3차,101A
2025-07-13 05:55:37,우성3차 101동,25175,서울시,동대문구,장안동,101A/83,"6억 3,500",63500.0,,남향,"101A/83m², 저/11층, 남향",부동산뱅크 제공,25.07.12,5,2025-07-02 05:05:13,우성3차,서울특별시 동대문구 장안동 562,101.14A/83.70,69000.0,72000.0,74000.0,동광공인,02-2249-5044,5500.0,7.97,우성3차,101A
