네이버_수집일시,네이버_단지명,네이버_단지코드,네이버_시도,네이버_시군구,네이버_읍면동,네이버_공급면적,네이버_매매가,네이버_매매가_숫자,네이버_층정보,네이버_방향,네이버_상세정보,네이버_부동산사무소,네이버_확인일자,네이버_매물순번,KB_수집일시,KB_단지명,KB_주소,KB_공급면적,KB_하위평균,KB_일반평균,KB_상위평균,KB_부동산사무소,KB_전화번호,가격차이_만원,가격차이_비율,정규화단지명,공급면적_숫자
2025-07-14 02:17:07,목동삼성 104동,670,서울시,양천구,신정동,107/84,"11억 2,000",112000.0,1/22층,동향,"107/84m², 1/22층, 동향",부동산뱅크 제공,25.07.11,2,2025-07-02 13:22:57,목동삼성,서울특별시 양천구 신정동 1278,107.82/84.77,122000.0,131500.0,136000.0,삼성공인,02-2649-0089,10000.0,8.2,목동삼성,107
2025-07-14 02:09:56,동일하이빌2단지 205동,17469,서울시,양천구,신정동,143/115,"11억 5,000",115000.0,7/24층,남향,"143/115m², 7/24층, 남향",이실장플러스 제공,25.06.23,15,2025-07-02 13:20:18,동일하이빌2단지,서울특별시 양천구 신정동 1311,143.36/115.32,123500.0,129500.0,132500.0,정보없음,정보없음,8500.0,6.88,동일하이빌2단지,143
2025-07-14 02:09:56,동일하이빌2단지 205동,17469,서울시,양천구,신정동,143/115,"11억 5,000",115000.0,,남향,"143/115m², 저/24층, 남향",매경부동산 제공,25.06.23,58,2025-07-02 13:20:18,동일하이빌2단지,서울특별시 양천구 신정동 1311,143.36/115.32,123500.0,129500.0,132500.0,정보없음,정보없음,8500.0,6.88,동일하이빌2단지,143
2025-07-14 02:09:16,동일하이빌1단지 104동,13751,서울시,양천구,신정동,141/115,"11억 5,000",115000.0,,남향,"141/115m², 저/13층, 남향",매경부동산 제공,25.06.17,25,2025-07-02 13:20:06,동일하이빌1단지,서울특별시 양천구 신정동 1310,141.01/115.32,118500.0,126000.0,129000.0,정보없음,정보없음,3500.0,2.95,동일하이빌1단지,141
2025-07-14 01:23:20,길훈 105동,884,서울시,양천구,신월동,66B/49,"3억 6,000",36000.0,2/5층,남동향,"66B/49m², 2/5층, 남동향",부동산뱅크 제공,25.06.16,13,2025-07-02 12:43:53,길훈,서울특별시 양천구 신월동 341-1,66.69B/49.77,39500.0,41500.0,43500.0,라이브공인,02-2690-5445,3500.0,8.86,길훈,66B
2025-07-14 01:23:20,길훈 105동,884,서울시,양천구,신월동,66B/49,"3억 6,000",36000.0,2/5층,남동향,"66B/49m², 2/5층, 남동향",아실 제공,25.06.23,8,2025-07-02 12:43:53,길훈,서울특별시 양천구 신월동 341-1,66.69B/49.77,39500.0,41500.0,43500.0,라이브공인,02-2690-5445,3500.0,8.86,길훈,66B
2025-07-14 02:09:16,동일하이빌1단지 104동,13751,서울시,양천구,신정동,141/115,"11억 5,000",115000.0,,남향,"141/115m², 저/13층, 남향",매경부동산 제공,25.06.19,35,2025-07-02 13:20:06,동일하이빌1단지,서울특별시 양천구 신정동 1310,141.01/115.32,118500.0,126000.0,129000.0,정보없음,정보없음,3500.0,2.95,동일하이빌1단지,141
2025-07-14 02:59:50,신트리1단지 103동,672,서울시,양천구,신정동,69A/49,"5억 7,000",57000.0,1/15층,남향,"69A/49m², 1/15층, 남향",텐컴즈 제공,25.07.08,29,2025-07-02 13:33:43,신트리1단지,서울특별시 양천구 신정동 1259,69.43A/49.80,60000.0,64000.0,66000.0,한국공인,02-2698-7455,3000.0,5.0,신트리1단지,69A
2025-07-14 02:59:50,신트리1단지 103동,672,서울시,양천구,신정동,69A/49,"5억 7,000",57000.0,1/15층,남향,"69A/49m², 1/15층, 남향",매경부동산 제공,25.06.26,101,2025-07-02 13:33:43,신트리1단지,서울특별시 양천구 신정동 1259,69.43A/49.80,60000.0,64000.0,66000.0,한국공인,02-2698-7455,3000.0,5.0,신트리1단지,69A
2025-07-14 02:59:50,신트리1단지 103동,672,서울시,양천구,신정동,69A/49,"5억 7,000",57000.0,1/15층,남향,"69A/49m², 1/15층, 남향",매경부동산 제공,25.06.16,98,2025-07-02 13:33:43,신트리1단지,서울특별시 양천구 신정동 1259,69.43A/49.80,60000.0,64000.0,66000.0,한국공인,02-2698-7455,3000.0,5.0,신트리1단지,69A
