네이버_수집일시,네이버_단지명,네이버_시도,네이버_시군구,네이버_읍면동,네이버_공급면적,네이버_매매가,네이버_매매가_숫자,네이버_층정보,네이버_방향,네이버_상세정보,네이버_부동산사무소,네이버_확인일자,네이버_매물순번,KB_수집일시,KB_단지명,KB_주소,KB_공급면적,KB_하위평균,KB_일반평균,KB_상위평균,KB_부동산사무소,KB_전화번호,가격차이_만원,가격차이_비율,정규화단지명,공급면적_숫자
2025-07-11 03:33:25,동보 101동,경기도,광주시,탄벌동,106/84,"2억 7,000",27000.0,1/23층,남향,"106/84m², 1/23층, 남향",한국공인중개사협회 제공,,28,2025-07-01 21:30:17,동보,경기도 광주시 탄벌동 45,106.85/84.91,32000.0,34000.0,35000.0,삼성공인,031-767-5222,5000.0,15.62,동보,106
2025-07-11 03:33:25,동보 101동,경기도,광주시,탄벌동,106/84,"2억 7,000",27000.0,1/23층,남향,"106/84m², 1/23층, 남향",한국공인중개사협회 제공,,32,2025-07-01 21:30:17,동보,경기도 광주시 탄벌동 45,106.85/84.91,32000.0,34000.0,35000.0,삼성공인,031-767-5222,5000.0,15.62,동보,106
2025-07-11 03:05:30,e편한세상광주역2단지 203동,경기도,광주시,역동,109A/84,6억,60006.0,1/17층,남서향,"109A/84m², 1/17층, 남서향",매경부동산 제공,25.07.08,17,2025-07-01 21:21:25,e편한세상광주역2단지,경기도 광주시 역동 244,109.77A/84.90,64500.0,68000.0,72000.0,베스트공인,031-761-8686,4494.0,6.97,e편한세상광주역2단지,109A
2025-07-11 03:05:30,e편한세상광주역2단지 203동,경기도,광주시,역동,109A/84,6억,60006.0,1/17층,남서향,"109A/84m², 1/17층, 남서향",매경부동산 제공,25.07.08,20,2025-07-01 21:21:25,e편한세상광주역2단지,경기도 광주시 역동 244,109.77A/84.90,64500.0,68000.0,72000.0,베스트공인,031-761-8686,4494.0,6.97,e편한세상광주역2단지,109A
2025-07-11 03:05:30,e편한세상광주역2단지 203동,경기도,광주시,역동,109A/84,6억,60006.0,1/17층,남서향,"109A/84m², 1/17층, 남서향",매경부동산 제공,25.07.06,32,2025-07-01 21:21:25,e편한세상광주역2단지,경기도 광주시 역동 244,109.77A/84.90,64500.0,68000.0,72000.0,베스트공인,031-761-8686,4494.0,6.97,e편한세상광주역2단지,109A
2025-07-11 03:05:30,e편한세상광주역2단지 203동,경기도,광주시,역동,109A/84,6억,60006.0,,남서향,"109A/84m², 저/17층, 남서향",부동산뱅크 제공,25.07.09,47,2025-07-01 21:21:25,e편한세상광주역2단지,경기도 광주시 역동 244,109.77A/84.90,64500.0,68000.0,72000.0,베스트공인,031-761-8686,4494.0,6.97,e편한세상광주역2단지,109A
2025-07-11 02:31:24,경안대우 103동,경기도,광주시,경안동,106A/84,"3억 3,000",33000.0,1/10층,남향,"106A/84m², 1/10층, 남향",부동산포스 제공,25.06.30,18,2025-07-01 21:03:11,경안대우,경기도 광주시 경안동 157-2,106.69A/84.93,37000.0,38000.0,39000.0,삼성공인,031-767-5222,4000.0,10.81,경안대우,106A
2025-07-11 03:23:00,우림푸른마을 103동,경기도,광주시,초월읍,247/186,"4억 5,000",45000.0,5/15층,남향,"247/186m², 5/15층, 남향",부동산뱅크 제공,25.06.24,42,2025-07-01 21:27:12,우림푸른마을,경기도 광주시 초월읍 61-1,247.29/186.78,49000.0,52000.0,54000.0,바로우림공인,031-761-6100,4000.0,8.16,우림푸른마을,247
2025-07-11 03:23:00,우림푸른마을 103동,경기도,광주시,초월읍,247/186,"4억 5,000",45000.0,5/15층,남향,"247/186m², 5/15층, 남향",부동산포스 제공,25.06.17,52,2025-07-01 21:27:12,우림푸른마을,경기도 광주시 초월읍 61-1,247.29/186.78,49000.0,52000.0,54000.0,바로우림공인,031-761-6100,4000.0,8.16,우림푸른마을,247
2025-07-11 02:31:24,경안대우 103동,경기도,광주시,경안동,106A/84,"3억 3,000",33000.0,1/10층,남향,"106A/84m², 1/10층, 남향",이실장플러스 제공,25.06.16,34,2025-07-01 21:03:11,경안대우,경기도 광주시 경안동 157-2,106.69A/84.93,37000.0,38000.0,39000.0,삼성공인,031-767-5222,4000.0,10.81,경안대우,106A
