네이버_수집일시,네이버_단지명,네이버_시도,네이버_시군구,네이버_읍면동,네이버_공급면적,네이버_매매가,네이버_매매가_숫자,네이버_층정보,네이버_방향,네이버_상세정보,네이버_부동산사무소,네이버_확인일자,네이버_매물순번,KB_수집일시,KB_단지명,KB_주소,KB_공급면적,KB_하위평균,KB_일반평균,KB_상위평균,KB_부동산사무소,KB_전화번호,가격차이_만원,가격차이_비율,정규화단지명,공급면적_숫자
2025-07-11 04:48:14,현대 107동,경기도,구리시,인창동,111/82,"6억 9,000",69000.0,1/15층,남서향,"111/82m², 1/15층, 남서향",우리집부동산 제공,25.06.30,26,2025-07-01 22:10:10,현대,경기도 구리시 인창동 508,111.73/82.08,75000.0,78000.0,80000.0,현대미래부동산공인,031-569-4500,6000.0,8.0,현대,111
2025-07-11 04:48:14,현대 107동,경기도,구리시,인창동,111/82,"6억 9,000",69000.0,1/15층,남서향,"111/82m², 1/15층, 남서향",부동산써브 제공,25.06.18,58,2025-07-01 22:10:10,현대,경기도 구리시 인창동 508,111.73/82.08,75000.0,78000.0,80000.0,현대미래부동산공인,031-569-4500,6000.0,8.0,현대,111
2025-07-11 04:48:14,현대 107동,경기도,구리시,인창동,111/82,"6억 9,000",69000.0,1/15층,남서향,"111/82m², 1/15층, 남서향",부동산써브 제공,25.07.07,12,2025-07-01 22:10:10,현대,경기도 구리시 인창동 508,111.73/82.08,75000.0,78000.0,80000.0,현대미래부동산공인,031-569-4500,6000.0,8.0,현대,111
2025-07-11 04:48:14,현대 107동,경기도,구리시,인창동,111/82,"6억 9,000",69000.0,1/15층,남서향,"111/82m², 1/15층, 남서향",부동산써브 제공,25.07.01,24,2025-07-01 22:10:10,현대,경기도 구리시 인창동 508,111.73/82.08,75000.0,78000.0,80000.0,현대미래부동산공인,031-569-4500,6000.0,8.0,현대,111
2025-07-11 04:48:14,현대 107동,경기도,구리시,인창동,111/82,"6억 9,000",69000.0,1/15층,남서향,"111/82m², 1/15층, 남서향",텐컴즈 제공,25.06.20,66,2025-07-01 22:10:10,현대,경기도 구리시 인창동 508,111.73/82.08,75000.0,78000.0,80000.0,현대미래부동산공인,031-569-4500,6000.0,8.0,현대,111
2025-07-11 04:48:14,현대 107동,경기도,구리시,인창동,111/82,"6억 9,000",69000.0,1/15층,남동향,"111/82m², 1/15층, 남동향",부동산뱅크 제공,25.07.08,9,2025-07-01 22:10:10,현대,경기도 구리시 인창동 508,111.73/82.08,75000.0,78000.0,80000.0,현대미래부동산공인,031-569-4500,6000.0,8.0,현대,111
2025-07-11 04:48:14,현대 107동,경기도,구리시,인창동,111/82,"6억 9,000",69000.0,1/15층,남향,"111/82m², 1/15층, 남향",한국공인중개사협회 제공,,72,2025-07-01 22:10:10,현대,경기도 구리시 인창동 508,111.73/82.08,75000.0,78000.0,80000.0,현대미래부동산공인,031-569-4500,6000.0,8.0,현대,111
2025-07-11 04:48:14,현대 102동,경기도,구리시,인창동,111/82,"6억 9,000",69000.0,1/25층,남향,"111/82m², 1/25층, 남향",한국공인중개사협회 제공,,73,2025-07-01 22:10:10,현대,경기도 구리시 인창동 508,111.73/82.08,75000.0,78000.0,80000.0,현대미래부동산공인,031-569-4500,6000.0,8.0,현대,111
2025-07-11 04:48:14,현대 107동,경기도,구리시,인창동,111/82,"6억 9,000",69000.0,1/15층,남서향,"111/82m², 1/15층, 남서향",한국공인중개사협회 제공,,75,2025-07-01 22:10:10,현대,경기도 구리시 인창동 508,111.73/82.08,75000.0,78000.0,80000.0,현대미래부동산공인,031-569-4500,6000.0,8.0,현대,111
2025-07-11 04:48:14,현대 107동,경기도,구리시,인창동,111/82,"6억 9,000",69000.0,1/15층,서향,"111/82m², 1/15층, 서향",텐컴즈 제공,25.06.23,46,2025-07-01 22:10:10,현대,경기도 구리시 인창동 508,111.73/82.08,75000.0,78000.0,80000.0,현대미래부동산공인,031-569-4500,6000.0,8.0,현대,111
2025-07-11 04:48:14,현대 107동,경기도,구리시,인창동,111/82,"6억 9,000",69000.0,1/15층,남서향,"111/82m², 1/15층, 남서향",부동산써브 제공,25.07.07,13,2025-07-01 22:10:10,현대,경기도 구리시 인창동 508,111.73/82.08,75000.0,78000.0,80000.0,현대미래부동산공인,031-569-4500,6000.0,8.0,현대,111
2025-07-11 04:48:14,현대 107동,경기도,구리시,인창동,111/82,"6억 9,000",69000.0,1/15층,남서향,"111/82m², 1/15층, 남서향",매경부동산 제공,25.06.27,38,2025-07-01 22:10:10,현대,경기도 구리시 인창동 508,111.73/82.08,75000.0,78000.0,80000.0,현대미래부동산공인,031-569-4500,6000.0,8.0,현대,111
2025-07-11 04:48:14,현대 107동,경기도,구리시,인창동,111/82,"6억 9,000",69000.0,1/15층,남서향,"111/82m², 1/15층, 남서향",부동산써브 제공,25.07.04,15,2025-07-01 22:10:10,현대,경기도 구리시 인창동 508,111.73/82.08,75000.0,78000.0,80000.0,현대미래부동산공인,031-569-4500,6000.0,8.0,현대,111
