네이버_수집일시,네이버_단지명,네이버_시도,네이버_시군구,네이버_읍면동,네이버_공급면적,네이버_매매가,네이버_매매가_숫자,네이버_층정보,네이버_방향,네이버_상세정보,네이버_부동산사무소,네이버_확인일자,네이버_매물순번,KB_수집일시,KB_단지명,KB_주소,KB_공급면적,KB_하위평균,KB_일반평균,KB_상위평균,KB_부동산사무소,KB_전화번호,가격차이_만원,가격차이_비율,정규화단지명,공급면적_숫자
2025-07-03 02:00:20,신영지웰 2009동,경기도,남양주시,진접읍,193/155,"6억 9,000",69000.0,1/12층,남향,"193/155m², 1/12층, 남향",이실장플러스 제공,25.06.30,12,2025-07-02 00:41:07,신영지웰,경기도 남양주시 진접읍 1075,193.23/155.77,75000.0,78000.0,80000.0,진접신영지웰부동산공인,031-575-2999,6000.0,8.0,신영지웰,193.0
2025-07-03 02:32:30,신창현풍림아이원1차 103동,경기도,남양주시,화도읍,147B/121,4억,40004.0,2/15층,남향,"147B/121m², 2/15층, 남향",아실 제공,25.06.28,6,2025-07-02 01:12:46,신창현풍림아이원1차,경기도 남양주시 화도읍 875,147.03B/121.16,45000.0,46500.0,48500.0,힐즈파크푸르지오공인,031-591-8880,4996.0,11.1,신창현풍림아이원1차,147.0
2025-07-03 02:32:49,신창현풍림아이원2차 202동,경기도,남양주시,화도읍,133/105,"3억 5,000",35000.0,6/14층,남동향,"133/105m², 6/14층, 남동향",텐컴즈 제공,25.06.30,8,2025-07-02 01:13:01,신창현풍림아이원2차,경기도 남양주시 화도읍 874,133.09/105.93,39500.0,42000.0,43500.0,힐즈파크푸르지오공인,031-591-8880,4500.0,11.39,신창현풍림아이원2차,133.0
2025-07-03 01:10:54,다산효성해링턴타워 101동,경기도,남양주시,다산동,154/129,"7억 3,000",73000.0,9/32층,남향,"154/129m², 9/32층, 남향",텐컴즈 제공,25.06.24,13,2025-07-01 23:57:14,다산효성해링턴타워,경기도 남양주시 다산동 4434,154.32/129.59,76500.0,81500.0,85000.0,부동산명품공인,031-554-6700,3500.0,4.58,다산효성해링턴타워,154.0
2025-07-03 02:09:36,신별내퇴계원어울림 101동,경기도,남양주시,퇴계원읍,129B/101,"5억 2,000",52000.0,1/17층,남동향,"129B/101m², 1/17층, 남동향",매경부동산 제공,25.06.21,2,2025-07-02 00:49:29,신별내퇴계원어울림,경기도 남양주시 퇴계원읍 369,129.76B/101.85,55500.0,56500.0,58500.0,정보없음,정보없음,3500.0,6.31,신별내퇴계원어울림,129.0
2025-07-03 00:57:03,명지해드는터 102동,경기도,남양주시,금곡동,107A/84,"3억 6,500",36500.0,8/15층,남향,"107A/84m², 8/15층, 남향",부동산뱅크 제공,25.06.27,7,2025-07-01 23:45:44,명지해드는터,경기도 남양주시 금곡동 612,107.33A/84.96,40000.0,41750.0,43750.0,에이스부동산김승호공인,031-595-2244,3500.0,8.75,명지해드는터,107.0
2025-07-03 01:10:54,다산효성해링턴타워 101동,경기도,남양주시,다산동,154/129,"7억 3,000",73000.0,9/32층,남동향,"154/129m², 9/32층, 남동향",텐컴즈 제공,25.06.18,19,2025-07-01 23:57:14,다산효성해링턴타워,경기도 남양주시 다산동 4434,154.32/129.59,76500.0,81500.0,85000.0,부동산명품공인,031-554-6700,3500.0,4.58,다산효성해링턴타워,154.0
2025-07-03 02:09:36,신별내퇴계원어울림 101동,경기도,남양주시,퇴계원읍,129B/101,"5억 2,000",52000.0,1/17층,남서향,"129B/101m², 1/17층, 남서향",부동산써브 제공,25.06.07,20,2025-07-02 00:49:29,신별내퇴계원어울림,경기도 남양주시 퇴계원읍 369,129.76B/101.85,55500.0,56500.0,58500.0,정보없음,정보없음,3500.0,6.31,신별내퇴계원어울림,129.0
2025-07-03 02:29:56,삼익파크힐스 101동,경기도,남양주시,화도읍,167/134,3억,30003.0,3/15층,남향,"167/134m², 3/15층, 남향",텐컴즈 제공,25.06.13,15,2025-07-02 01:10:33,삼익파크힐스,경기도 남양주시 화도읍 48,167.13/134.94,33500.0,36500.0,37500.0,삼익부동산공인,031-595-2400,3497.0,10.44,삼익파크힐스,167.0
2025-07-03 01:29:12,남양주양지e-편한세상1단지 106동,경기도,남양주시,오남읍,113B/84,4억,40004.0,1/20층,동향,"113B/84m², 1/20층, 동향",텐컴즈 제공,25.07.01,14,2025-07-02 00:13:19,남양주양지e-편한세상1단지,경기도 남양주시 오남읍 807,113.58B/84.96,43500.0,45500.0,47500.0,대림공인,031-528-2488,3496.0,8.04,남양주양지e-편한세상1단지,113.0
2025-07-03 01:29:12,남양주양지e-편한세상1단지 106동,경기도,남양주시,오남읍,113B/84,4억,40004.0,1/20층,동향,"113B/84m², 1/20층, 동향",매경부동산 제공,25.06.27,8,2025-07-02 00:13:19,남양주양지e-편한세상1단지,경기도 남양주시 오남읍 807,113.58B/84.96,43500.0,45500.0,47500.0,대림공인,031-528-2488,3496.0,8.04,남양주양지e-편한세상1단지,113.0
2025-07-03 01:57:08,남양휴튼 1104동,경기도,남양주시,진접읍,113C/84,"3억 9,000",39000.0,1/15층,남서향,"113C/84m², 1/15층, 남서향",매경부동산 제공,25.06.09,20,2025-07-02 00:38:24,남양휴튼,경기도 남양주시 진접읍 961,113.39A/84.97,42250.0,45500.0,48000.0,정보없음,정보없음,3250.0,7.69,남양휴튼,113.0
2025-07-03 00:57:03,명지해드는터 101동,경기도,남양주시,금곡동,82A/59,"2억 5,000",25000.0,,남향,"82A/59m², 저/15층, 남향",텐컴즈 제공,25.06.04,12,2025-07-01 23:45:44,명지해드는터,경기도 남양주시 금곡동 612,82.56A/59.91,28000.0,29500.0,30750.0,에이스부동산김승호공인,031-595-2244,3000.0,10.71,명지해드는터,82.0
