네이버_수집일시,네이버_단지명,네이버_시도,네이버_시군구,네이버_읍면동,네이버_공급면적,네이버_매매가,네이버_매매가_숫자,네이버_층정보,네이버_방향,네이버_상세정보,네이버_부동산사무소,네이버_확인일자,네이버_매물순번,KB_수집일시,KB_단지명,KB_주소,KB_공급면적,KB_하위평균,KB_일반평균,KB_상위평균,KB_부동산사무소,KB_전화번호,가격차이_만원,가격차이_비율,정규화단지명,공급면적_숫자
2025-07-11 16:16:51,안성아양광신프로그레스 104동,경기도,안성시,옥산동,112B/84,"3억 4,000",34000.0,,남서향,"112B/84m², 저/23층, 남서향",한경부동산 제공,25.06.16,41,2025-07-02 09:48:56,안성아양광신프로그레스,경기도 안성시 옥산동 557,112.11B/84.27,36250.0,37500.0,38500.0,우경희공인,031-676-3900,2250.0,6.21,안성아양광신프로그레스,112B
2025-07-11 16:16:50,안성아양광신프로그레스 104동,경기도,안성시,옥산동,112B/84,"3억 4,000",34000.0,,남동향,"112B/84m², 저/23층, 남동향",매경부동산 제공,25.07.07,4,2025-07-02 09:48:56,안성아양광신프로그레스,경기도 안성시 옥산동 557,112.11B/84.27,36250.0,37500.0,38500.0,우경희공인,031-676-3900,2250.0,6.21,안성아양광신프로그레스,112B
2025-07-11 15:37:30,안성공도우미린더퍼스트 106동,경기도,안성시,공도읍,80A/59,"2억 6,000",26000.0,2/25층,남동향,"80A/59m², 2/25층, 남동향",우리집부동산 제공,25.07.03,49,2025-07-02 09:35:01,안성공도우미린더퍼스트,경기도 안성시 공도읍 755,80.73A/59.99,28000.0,29000.0,30000.0,우미린스타공인,031-651-5251,2000.0,7.14,안성공도우미린더퍼스트,80A
2025-07-11 16:04:30,태영 101동,경기도,안성시,당왕동,100/84,"1억 7,000",17000.0,14/22층,동향,"100/84m², 14/22층, 동향",부동산써브 제공,25.07.08,3,2025-07-02 09:41:15,태영,경기도 안성시 당왕동 462-1,100.33/84.98,19000.0,21000.0,22500.0,삼정조아공인,031-675-4940,2000.0,10.53,태영,100
2025-07-11 15:37:30,안성공도우미린더퍼스트 106동,경기도,안성시,공도읍,80A/59,"2억 6,000",26000.0,2/25층,남동향,"80A/59m², 2/25층, 남동향",매경부동산 제공,25.07.03,50,2025-07-02 09:35:01,안성공도우미린더퍼스트,경기도 안성시 공도읍 755,80.73A/59.99,28000.0,29000.0,30000.0,우미린스타공인,031-651-5251,2000.0,7.14,안성공도우미린더퍼스트,80A
2025-07-11 15:37:30,안성공도우미린더퍼스트 106동,경기도,안성시,공도읍,80A/59,"2억 6,000",26000.0,2/25층,남동향,"80A/59m², 2/25층, 남동향",매경부동산 제공,25.06.30,68,2025-07-02 09:35:01,안성공도우미린더퍼스트,경기도 안성시 공도읍 755,80.73A/59.99,28000.0,29000.0,30000.0,우미린스타공인,031-651-5251,2000.0,7.14,안성공도우미린더퍼스트,80A
2025-07-11 15:29:13,디자인시티블루밍 103동,경기도,안성시,공도읍,159B/130,"3억 6,000",36000.0,,남동향,"159B/130m², 저/20층, 남동향",매경부동산 제공,25.06.21,104,2025-07-02 09:32:37,디자인시티블루밍,경기도 안성시 공도읍 880,159.03B/130.74,38000.0,39000.0,40000.0,부동산1번지공인,031-654-8500,2000.0,5.26,디자인시티블루밍,159B
2025-07-11 15:29:13,디자인시티블루밍 103동,경기도,안성시,공도읍,159B/130,"3억 6,000",36000.0,,남동향,"159B/130m², 저/20층, 남동향",우리집부동산 제공,25.06.21,103,2025-07-02 09:32:37,디자인시티블루밍,경기도 안성시 공도읍 880,159.03B/130.74,38000.0,39000.0,40000.0,부동산1번지공인,031-654-8500,2000.0,5.26,디자인시티블루밍,159B
2025-07-11 15:37:30,안성공도우미린더퍼스트 106동,경기도,안성시,공도읍,80A/59,"2억 6,000",26000.0,2/25층,남동향,"80A/59m², 2/25층, 남동향",매경부동산 제공,25.06.19,123,2025-07-02 09:35:01,안성공도우미린더퍼스트,경기도 안성시 공도읍 755,80.73A/59.99,28000.0,29000.0,30000.0,우미린스타공인,031-651-5251,2000.0,7.14,안성공도우미린더퍼스트,80A
2025-07-11 15:37:30,안성공도우미린더퍼스트 106동,경기도,안성시,공도읍,80A/59,"2억 6,000",26000.0,2/25층,남동향,"80A/59m², 2/25층, 남동향",부동산써브 제공,25.06.12,165,2025-07-02 09:35:01,안성공도우미린더퍼스트,경기도 안성시 공도읍 755,80.73A/59.99,28000.0,29000.0,30000.0,우미린스타공인,031-651-5251,2000.0,7.14,안성공도우미린더퍼스트,80A
