네이버_수집일시,네이버_단지명,네이버_단지코드,네이버_시도,네이버_시군구,네이버_읍면동,네이버_공급면적,네이버_매매가,네이버_매매가_숫자,네이버_층정보,네이버_방향,네이버_상세정보,네이버_부동산사무소,네이버_확인일자,네이버_매물순번,KB_수집일시,KB_단지명,KB_주소,KB_공급면적,KB_하위평균,KB_일반평균,KB_상위평균,KB_부동산사무소,KB_전화번호,가격차이_만원,가격차이_비율,정규화단지명,공급면적_숫자
2025-07-13 03:54:29,대상타운현대 207동,2980,서울시,도봉구,방학동,164/133,"9억 3,000",93000.0,1/23층,동향,"164/133m², 1/23층, 동향",부동산렛츠 제공,25.07.07,58,2025-07-02 04:13:26,대상타운현대,서울특별시 도봉구 방학동 720-1,164.73/133.97,100000.0,103500.0,106500.0,대명공인,02-954-3900,7000.0,7.0,대상타운현대,164
2025-07-13 03:54:30,대상타운현대 207동,2980,서울시,도봉구,방학동,164/133,"9억 3,000",93000.0,,동향,"164/133m², 저/23층, 동향",부동산써브 제공,25.06.25,185,2025-07-02 04:13:26,대상타운현대,서울특별시 도봉구 방학동 720-1,164.73/133.97,100000.0,103500.0,106500.0,대명공인,02-954-3900,7000.0,7.0,대상타운현대,164
2025-07-13 03:54:29,대상타운현대 207동,2980,서울시,도봉구,방학동,164/133,"9억 5,000",95000.0,1/23층,남향,"164/133m², 1/23층, 남향",부동산렛츠 제공,25.07.01,116,2025-07-02 04:13:26,대상타운현대,서울특별시 도봉구 방학동 720-1,164.73/133.97,100000.0,103500.0,106500.0,대명공인,02-954-3900,5000.0,5.0,대상타운현대,164
2025-07-13 03:54:29,대상타운현대 207동,2980,서울시,도봉구,방학동,164/133,"9억 5,000",95000.0,1/23층,동향,"164/133m², 1/23층, 동향",부동산써브 제공,25.07.09,42,2025-07-02 04:13:26,대상타운현대,서울특별시 도봉구 방학동 720-1,164.73/133.97,100000.0,103500.0,106500.0,대명공인,02-954-3900,5000.0,5.0,대상타운현대,164
2025-07-13 03:54:29,대상타운현대 207동,2980,서울시,도봉구,방학동,164/133,"9억 5,000",95000.0,,동향,"164/133m², 저/23층, 동향",부동산써브 제공,25.07.03,139,2025-07-02 04:13:26,대상타운현대,서울특별시 도봉구 방학동 720-1,164.73/133.97,100000.0,103500.0,106500.0,대명공인,02-954-3900,5000.0,5.0,대상타운현대,164
2025-07-13 03:54:29,대상타운현대 207동,2980,서울시,도봉구,방학동,164/133,"9억 5,000",95000.0,1/23층,동향,"164/133m², 1/23층, 동향",부동산써브 제공,25.07.09,36,2025-07-02 04:13:26,대상타운현대,서울특별시 도봉구 방학동 720-1,164.73/133.97,100000.0,103500.0,106500.0,대명공인,02-954-3900,5000.0,5.0,대상타운현대,164
2025-07-13 03:54:30,대상타운현대 207동,2980,서울시,도봉구,방학동,164/133,"9억 5,000",95000.0,1/23층,동향,"164/133m², 1/23층, 동향",부동산써브 제공,25.06.19,174,2025-07-02 04:13:26,대상타운현대,서울특별시 도봉구 방학동 720-1,164.73/133.97,100000.0,103500.0,106500.0,대명공인,02-954-3900,5000.0,5.0,대상타운현대,164
2025-07-13 03:59:40,삼익세라믹 105동,272,서울시,도봉구,방학동,104/84,"4억 9,000",49000.0,1/14층,남향,"104/84m², 1/14층, 남향",부동산써브 제공,25.07.02,19,2025-07-02 04:16:26,삼익세라믹,서울특별시 도봉구 방학동 274,104.78/84.96,54000.0,56500.0,58500.0,정보없음,정보없음,5000.0,9.26,삼익세라믹,104
2025-07-13 03:51:47,거성학마을 101동,268,서울시,도봉구,방학동,170/134,"6억 5,000",65000.0,1/18층,남향,"170/134m², 1/18층, 남향",한국공인중개사협회 제공,,51,2025-07-02 04:12:49,거성학마을,서울특별시 도봉구 방학동 701-15,170.69/134.29,69000.0,73000.0,75500.0,미래공인,02-956-7272,4000.0,5.8,거성학마을,170
2025-07-13 03:54:30,대상타운현대 208동,2980,서울시,도봉구,방학동,164/133,"9억 6,000",96000.0,10/23층,동향,"164/133m², 10/23층, 동향",부동산렛츠 제공,25.06.20,167,2025-07-02 04:13:26,대상타운현대,서울특별시 도봉구 방학동 720-1,164.73/133.97,100000.0,103500.0,106500.0,대명공인,02-954-3900,4000.0,4.0,대상타운현대,164
2025-07-13 03:54:29,대상타운현대 208동,2980,서울시,도봉구,방학동,164/133,"9억 6,000",96000.0,10/23층,남향,"164/133m², 10/23층, 남향",부동산렛츠 제공,25.07.12,6,2025-07-02 04:13:26,대상타운현대,서울특별시 도봉구 방학동 720-1,164.73/133.97,100000.0,103500.0,106500.0,대명공인,02-954-3900,4000.0,4.0,대상타운현대,164
2025-07-13 03:54:29,대상타운현대 208동,2980,서울시,도봉구,방학동,164/133,"9억 6,000",96000.0,10/23층,동향,"164/133m², 10/23층, 동향",부동산써브 제공,25.07.04,68,2025-07-02 04:13:26,대상타운현대,서울특별시 도봉구 방학동 720-1,164.73/133.97,100000.0,103500.0,106500.0,대명공인,02-954-3900,4000.0,4.0,대상타운현대,164
