네이버_수집일시,네이버_단지명,네이버_시도,네이버_시군구,네이버_읍면동,네이버_공급면적,네이버_매매가,네이버_매매가_숫자,네이버_층정보,네이버_방향,네이버_상세정보,네이버_부동산사무소,네이버_확인일자,네이버_매물순번,KB_수집일시,KB_단지명,KB_주소,KB_공급면적,KB_하위평균,KB_일반평균,KB_상위평균,KB_부동산사무소,KB_전화번호,가격차이_만원,가격차이_비율,정규화단지명,공급면적_숫자
2025-07-03 04:29:32,미성 5동,경기도,부천시 오정구,원종동,66/52,2억,20002.0,2/4층,남향,"66/52m², 2/4층, 남향",부동산써브 제공,25.07.01,6,2025-07-02 02:40:03,미성,경기도 부천시 오정구 원종동 352,66.40/52.74,27000.0,28000.0,29000.0,희망공인,032-678-8447,6998.0,25.92,미성,66.0
2025-07-03 04:29:32,미성 5동,경기도,부천시 오정구,원종동,66/52,2억,20002.0,2/4층,남동향,"66/52m², 2/4층, 남동향",부동산써브 제공,25.06.30,2,2025-07-02 02:40:03,미성,경기도 부천시 오정구 원종동 352,66.40/52.74,27000.0,28000.0,29000.0,희망공인,032-678-8447,6998.0,25.92,미성,66.0
2025-07-03 04:35:15,영화 106동,경기도,부천시 오정구,원종동,98/84,"4억 1,000",41000.0,,남향,"98/84m², 고/6층, 남향",부동산써브 제공,25.06.25,4,2025-07-02 02:44:10,영화,경기도 부천시 오정구 원종동 129-8,98.63/84.88,47250.0,50250.0,51750.0,부동산마을공인,032-674-4959,6250.0,13.23,영화,98.0
2025-07-03 04:42:37,하림골든뷰 1동,경기도,부천시 오정구,원종동,75/62,"2억 7,500",27500.0,5/10층,북향,"75/62m², 5/10층, 북향",부동산써브 제공,25.06.16,4,2025-07-02 02:49:29,하림골든뷰,경기도 부천시 오정구 원종동 289-12,75.26/62.25,32700.0,33500.0,34400.0,정보없음,정보없음,5200.0,15.9,하림골든뷰,75.0
2025-07-03 04:29:12,문화목화 1동,경기도,부천시 오정구,원종동,58/43,"1억 5,500",15500.0,1/5층,남향,"58/43m², 1/5층, 남향",부동산써브 제공,25.06.24,1,2025-07-02 02:39:49,문화목화,경기도 부천시 오정구 원종동 211,58.23/43.86,20000.0,21000.0,22000.0,한국공인,032-675-7141,4500.0,22.5,문화목화,58.0
2025-07-03 04:25:11,동제이지안(201동) 201동,경기도,부천시 오정구,원종동,117/91,"3억 9,800",39800.0,1/12층,남동향,"117/91m², 1/12층, 남동향",한국공인중개사협회 제공,,13,2025-07-02 02:37:00,동제이지안(201동),경기도 부천시 오정구 원종동 295,117.33/91.23,44000.0,47000.0,49000.0,동제공인,032-681-8959,4200.0,9.55,동제이지안(201동),117.0
2025-07-03 04:31:33,서림 C동,경기도,부천시 오정구,원종동,62/41,"1억 7,000",17000.0,3/3층,동향,"62/41m², 3/3층, 동향",부동산써브 제공,25.07.02,2,2025-07-02 02:41:31,서림,경기도 부천시 오정구 원종동 270-5,62.18/41.26,21000.0,23000.0,24000.0,리치공인,032-679-7700,4000.0,19.05,서림,62.0
2025-07-03 04:40:16,장미 A동,경기도,부천시 오정구,원종동,73/56,"1억 8,000",18000.0,5/5층,남향,"73/56m², 5/5층, 남향",부동산써브 제공,25.06.09,1,2025-07-02 02:47:49,장미,경기도 부천시 오정구 원종동 369,73.48/56.88,21500.0,22500.0,23500.0,희망공인,032-678-8447,3500.0,16.28,장미,73.0
2025-07-03 04:35:15,영화 101동,경기도,부천시 오정구,원종동,98/84,"4억 4,000",44000.0,5/6층,남향,"98/84m², 5/6층, 남향",부동산써브 제공,25.06.09,7,2025-07-02 02:44:10,영화,경기도 부천시 오정구 원종동 129-8,98.63/84.88,47250.0,50250.0,51750.0,부동산마을공인,032-674-4959,3250.0,6.88,영화,98.0
2025-07-03 03:55:35,삼우(389-1) 102동,경기도,부천시 오정구,고강동,56/42,"1억 1,500",11500.0,5/5층,남향,"56/42m², 5/5층, 남향",한국공인중개사협회 제공,,4,2025-07-02 02:15:01,삼우(389-1),경기도 부천시 오정구 고강동 389-1번지,56.91/42.03,14500.0,15250.0,16000.0,우영공인,032-684-2288,3000.0,20.69,삼우(389-1),56.0
